fecha,planta_id,categoria_id,monto_soles
2024-01-27,PN,OTR,2750.0
2024-01-28,PN,ENE,43946.0
2024-01-28,PN,MOB,8429.0
2024-01-28,PN,INS,29322.0
2024-01-28,PN,OTR,2471.0
2024-01-29,PN,ENE,43454.0
2024-01-29,PN,MOB,8419.0
2024-01-29,PN,INS,21544.0
2024-01-29,PN,OTR,2714.0
2024-01-30,PN,ENE,45063.0
2024-01-30,PN,MOB,8629.0
2024-01-30,PN,INS,24923.0
2024-01-30,PN,OTR,3329.0
2024-01-31,PN,ENE,48110.0
2024-01-31,PN,MOB,8459.0
2024-01-31,PN,INS,23793.0
2024-01-31,PN,OTR,3017.0
2024-02-01,PN,ENE,43704.0
2024-02-01,PN,MOB,8650.0
2024-02-01,PN,INS,27576.0
2024-02-01,PN,OTR,1559.0
2024-02-02,PN,ENE,46305.0
2024-02-02,PN,MOB,8389.0
2024-02-02,PN,INS,32753.0
2024-02-02,PN,OTR,3103.0
2024-02-03,PN,ENE,38366.0
2024-02-03,PN,MOB,8693.0
2024-02-03,PN,INS,30922.0
2024-02-03,PN,OTR,2562.0
2024-02-04,PN,ENE,46794.0
2024-02-04,PN,MOB,8475.0
2024-02-04,PN,INS,27166.0
2024-02-04,PN,OTR,2684.0
2024-02-05,PN,ENE,40530.0
2024-02-05,PN,MOB,8515.0
2024-02-05,PN,INS,35101.0
2024-02-05,PN,OTR,1738.0
2024-02-06,PN,ENE,46875.0
2024-02-06,PN,MOB,8379.0
2024-02-06,PN,INS,27238.0
2024-02-06,PN,OTR,2528.0
2024-02-07,PN,ENE,49858.0
2024-02-07,PN,MOB,8468.0
2024-02-07,PN,INS,23955.0
2024-02-07,PN,OTR,3391.0
2024-02-08,PN,ENE,39607.0
2024-02-08,PN,MOB,8641.0
2024-02-08,PN,INS,29724.0
2024-02-08,PN,OTR,3268.0
2024-02-09,PN,ENE,45003.0
2024-02-09,PN,MOB,8469.0
2024-02-09,PN,INS,28204.0
2024-02-09,PN,OTR,3300.0
2024-02-10,PN,ENE,46313.0
2024-02-10,PN,MOB,8358.0
2024-02-10,PN,INS,25925.0
2024-02-10,PN,OTR,2563.0
2024-02-11,PN,ENE,45275.0
2024-02-11,PN,MOB,8481.0
2024-02-11,PN,INS,23341.0
2024-02-11,PN,OTR,2545.0
2024-02-12,PN,ENE,46380.0
2024-02-12,PN,MOB,8437.0
2024-02-12,PN,INS,24978.0
2024-02-12,PN,OTR,3462.0
2024-02-13,PN,ENE,34998.0
2024-02-13,PN,MOB,8403.0
2024-02-13,PN,INS,21017.0
2024-02-13,PN,OTR,1776.0
2024-02-14,PN,ENE,42096.0
2024-02-14,PN,MOB,8506.0
2024-02-14,PN,INS,26888.0
2024-02-14,PN,OTR,2288.0
2024-02-15,PN,ENE,48350.0
2024-02-15,PN,MOB,8490.0
2024-02-15,PN,INS,27545.0
2024-02-15,PN,OTR,2998.0
2024-02-16,PN,ENE,48156.0
2024-02-16,PN,MOB,8125.0
2024-02-16,PN,INS,32038.0
2024-02-16,PN,OTR,3074.0
2024-02-17,PN,ENE,42730.0
2024-02-17,PN,MOB,8366.0
2024-02-17,PN,INS,30036.0
2024-02-17,PN,OTR,3060.0
2024-02-18,PN,ENE,40352.0
2024-02-18,PN,MOB,8666.0
2024-02-18,PN,INS,36578.0
2024-02-18,PN,OTR,2374.0
2024-02-19,PN,ENE,42680.0
2024-02-19,PN,MOB,8594.0
2024-02-19,PN,INS,33461.0
2024-02-19,PN,OTR,2180.0
2024-02-20,PN,ENE,30789.0
2024-02-20,PN,MOB,8566.0
2024-02-20,PN,INS,19598.0
2024-02-20,PN,OTR,3431.0
2024-02-21,PN,ENE,43120.0
2024-02-21,PN,MOB,8417.0
2024-02-21,PN,INS,33633.0
2024-02-21,PN,OTR,2253.0
2024-02-22,PN,ENE,40752.0
2024-02-22,PN,MOB,8476.0
2024-02-22,PN,INS,26320.0
2024-02-22,PN,OTR,1679.0
2024-02-23,PN,ENE,42990.0
2024-02-23,PN,MOB,8646.0
2024-02-23,PN,INS,33730.0
2024-02-23,PN,OTR,3077.0
2024-02-24,PN,ENE,43146.0
2024-02-24,PN,MOB,8343.0
2024-02-24,PN,INS,33605.0
2024-02-24,PN,OTR,2213.0
2024-02-25,PN,ENE,44434.0
2024-02-25,PN,MOB,8636.0
2024-02-25,PN,INS,21499.0
2024-02-25,PN,OTR,1634.0
2024-02-26,PN,ENE,45683.0
2024-02-26,PN,MOB,8789.0
2024-02-26,PN,INS,26644.0
2024-02-26,PN,OTR,3172.0
2024-02-27,PN,ENE,41588.0
2024-02-27,PN,MOB,8627.0
2024-02-27,PN,INS,30191.0
2024-02-27,PN,OTR,3364.0
2024-02-28,PN,ENE,47036.0
2024-02-28,PN,MOB,8458.0
2024-02-28,PN,INS,22200.0
2024-02-28,PN,OTR,3097.0
2024-02-29,PN,ENE,41310.0
2024-02-29,PN,MOB,8537.0
2024-02-29,PN,INS,27389.0
2024-02-29,PN,OTR,3263.0
2024-03-01,PN,ENE,46339.0
2024-03-01,PN,MOB,8568.0
2024-03-01,PN,INS,29517.0
2024-03-01,PN,OTR,3252.0
2024-03-02,PN,ENE,38254.0
2024-03-02,PN,MOB,8783.0
2024-03-02,PN,INS,32238.0
2024-03-02,PN,OTR,3367.0
2024-03-03,PN,ENE,40773.0
2024-03-03,PN,MOB,8356.0
2024-03-03,PN,INS,23916.0
2024-03-03,PN,OTR,2471.0
2024-03-04,PN,ENE,50391.0
2024-03-04,PN,MOB,8489.0
2024-03-04,PN,INS,28622.0
2024-03-04,PN,OTR,3433.0
2024-03-05,PN,ENE,43463.0
2024-03-05,PN,MOB,8633.0
2024-03-05,PN,INS,30987.0
2024-03-05,PN,OTR,3269.0
2024-03-06,PN,ENE,47899.0
2024-03-06,PN,MOB,8621.0
2024-03-06,PN,INS,30493.0
2024-03-06,PN,OTR,2112.0
2024-03-07,PN,ENE,38714.0
2024-03-07,PN,MOB,8524.0
2024-03-07,PN,INS,34315.0
2024-03-07,PN,OTR,1822.0
2024-03-08,PN,ENE,48660.0
2024-03-08,PN,MOB,8646.0
2024-03-08,PN,INS,26695.0
2024-03-08,PN,OTR,2224.0
2024-03-09,PN,ENE,40235.0
2024-03-09,PN,MOB,8711.0
2024-03-09,PN,INS,26725.0
2024-03-09,PN,OTR,3131.0
2024-03-10,PN,ENE,46325.0
2024-03-10,PN,MOB,8801.0
2024-03-10,PN,INS,33219.0
2024-03-10,PN,OTR,1895.0
2024-03-11,PN,ENE,51892.0
2024-03-11,PN,MOB,8398.0
2024-03-11,PN,INS,30854.0
2024-03-11,PN,OTR,2106.0
2024-03-12,PN,ENE,46894.0
2024-03-12,PN,MOB,8632.0
2024-03-12,PN,INS,31914.0
2024-03-12,PN,OTR,2121.0
2024-03-13,PN,ENE,42844.0
2024-03-13,PN,MOB,8487.0
2024-03-13,PN,INS,32341.0
2024-03-13,PN,OTR,2172.0
2024-03-14,PN,ENE,50874.0
2024-03-14,PN,MOB,8608.0
2024-03-14,PN,INS,34881.0
2024-03-14,PN,OTR,1543.0
2024-03-15,PN,ENE,37823.0
2024-03-15,PN,MOB,8324.0
2024-03-15,PN,INS,27733.0
2024-03-15,PN,OTR,2505.0
2024-03-16,PN,ENE,47773.0
2024-03-16,PN,MOB,8262.0
2024-03-16,PN,INS,36689.0
2024-03-16,PN,OTR,1881.0
2024-03-17,PN,ENE,43034.0
2024-03-17,PN,MOB,8561.0
2024-03-17,PN,INS,27756.0
2024-03-17,PN,OTR,1523.0
2024-03-18,PN,ENE,49765.0
2024-03-18,PN,MOB,8495.0
2024-03-18,PN,INS,33520.0
2024-03-18,PN,OTR,2308.0
2024-03-19,PN,ENE,45267.0
2024-03-19,PN,MOB,8721.0
2024-03-19,PN,INS,25019.0
2024-03-19,PN,OTR,2376.0
2024-03-20,PN,ENE,47122.0
2024-03-20,PN,MOB,8554.0
2024-03-20,PN,INS,24280.0
2024-03-20,PN,OTR,1673.0
2024-03-21,PN,ENE,50497.0
2024-03-21,PN,MOB,8710.0
2024-03-21,PN,INS,33574.0
2024-03-21,PN,OTR,1773.0
2024-03-22,PN,ENE,43701.0
2024-03-22,PN,MOB,8541.0
2024-03-22,PN,INS,33872.0
2024-03-22,PN,OTR,3320.0
2024-03-23,PN,ENE,41075.0
2024-03-23,PN,MOB,8490.0
2024-03-23,PN,INS,30666.0
2024-03-23,PN,OTR,1650.0
2024-03-24,PN,ENE,44329.0
2024-03-24,PN,MOB,8395.0
2024-03-24,PN,INS,33804.0
2024-03-24,PN,OTR,2306.0
2024-03-25,PN,ENE,48088.0
2024-03-25,PN,MOB,8653.0
2024-03-25,PN,INS,25022.0
2024-03-25,PN,OTR,3254.0
2024-03-26,PN,ENE,44035.0
2024-03-26,PN,MOB,8666.0
2024-03-26,PN,INS,33855.0
2024-03-26,PN,OTR,2084.0
2024-03-27,PN,ENE,48481.0
2024-03-27,PN,MOB,8574.0
2024-03-27,PN,INS,36964.0
2024-03-27,PN,OTR,2959.0
2024-03-28,PN,ENE,37813.0
2024-03-28,PN,MOB,8451.0
2024-03-28,PN,INS,26382.0
2024-03-28,PN,OTR,3496.0
2024-03-29,PN,ENE,44772.0
2024-03-29,PN,MOB,8562.0
2024-03-29,PN,INS,30567.0
2024-03-29,PN,OTR,1595.0
2024-03-30,PN,ENE,46687.0
2024-03-30,PN,MOB,8573.0
2024-03-30,PN,INS,35020.0
2024-03-30,PN,OTR,3357.0
2024-03-31,PN,ENE,48584.0
2024-03-31,PN,MOB,8441.0
2024-03-31,PN,INS,28213.0
2024-03-31,PN,OTR,3048.0
2024-04-01,PN,ENE,46787.0
2024-04-01,PN,MOB,8597.0
2024-04-01,PN,INS,28691.0
2024-04-01,PN,OTR,1690.0
2024-04-02,PN,ENE,40901.0
2024-04-02,PN,MOB,8466.0
2024-04-02,PN,INS,34849.0
2024-04-02,PN,OTR,3385.0
2024-04-03,PN,ENE,42299.0
2024-04-03,PN,MOB,8642.0
2024-04-03,PN,INS,25612.0
2024-04-03,PN,OTR,1795.0
2024-04-04,PN,ENE,48000.0
2024-04-04,PN,MOB,8568.0
2024-04-04,PN,INS,35614.0
2024-04-04,PN,OTR,3008.0
2024-04-05,PN,ENE,46428.0
2024-04-05,PN,MOB,8531.0
2024-04-05,PN,INS,35959.0
2024-04-05,PN,OTR,2300.0
2024-04-06,PN,ENE,44593.0
2024-04-06,PN,MOB,8404.0
2024-04-06,PN,INS,24533.0
2024-04-06,PN,OTR,3350.0
2024-04-07,PN,ENE,48090.0
2024-04-07,PN,MOB,8419.0
2024-04-07,PN,INS,37992.0
2024-04-07,PN,OTR,2956.0
2024-04-08,PN,ENE,49931.0
2024-04-08,PN,MOB,8742.0
2024-04-08,PN,INS,34542.0
2024-04-08,PN,OTR,3449.0
2024-04-09,PN,ENE,44466.0
2024-04-09,PN,MOB,8647.0
2024-04-09,PN,INS,34042.0
2024-04-09,PN,OTR,3105.0
2024-04-10,PN,ENE,45180.0
2024-04-10,PN,MOB,8471.0
2024-04-10,PN,INS,39861.0
2024-04-10,PN,OTR,2162.0
2024-04-11,PN,ENE,42884.0
2024-04-11,PN,MOB,8683.0
2024-04-11,PN,INS,26757.0
2024-04-11,PN,OTR,2210.0
2024-04-12,PN,ENE,51099.0
2024-04-12,PN,MOB,8475.0
2024-04-12,PN,INS,31289.0
2024-04-12,PN,OTR,2027.0
2024-04-13,PN,ENE,48442.0
2024-04-13,PN,MOB,8190.0
2024-04-13,PN,INS,27089.0
2024-04-13,PN,OTR,1992.0
2024-04-14,PN,ENE,46485.0
2024-04-14,PN,MOB,8626.0
2024-04-14,PN,INS,29343.0
2024-04-14,PN,OTR,2943.0
2024-04-15,PN,ENE,45224.0
2024-04-15,PN,MOB,8577.0
2024-04-15,PN,INS,35251.0
2024-04-15,PN,OTR,2101.0
2024-04-16,PN,ENE,38726.0
2024-04-16,PN,MOB,8436.0
2024-04-16,PN,INS,25646.0
2024-04-16,PN,OTR,2206.0
2024-04-17,PN,ENE,42441.0
2024-04-17,PN,MOB,8510.0
2024-04-17,PN,INS,24212.0
2024-04-17,PN,OTR,1715.0
2024-04-18,PN,ENE,42761.0
2024-04-18,PN,MOB,8603.0
2024-04-18,PN,INS,30437.0
2024-04-18,PN,OTR,3197.0
2024-04-19,PN,ENE,42312.0
2024-04-19,PN,MOB,8269.0
2024-04-19,PN,INS,34354.0
2024-04-19,PN,OTR,1636.0
2024-04-20,PN,ENE,42435.0
2024-04-20,PN,MOB,8314.0
2024-04-20,PN,INS,31397.0
2024-04-20,PN,OTR,3200.0
2024-04-21,PN,ENE,46761.0
2024-04-21,PN,MOB,8435.0
2024-04-21,PN,INS,31068.0
2024-04-21,PN,OTR,2779.0
2024-04-22,PN,ENE,44967.0
2024-04-22,PN,MOB,8654.0
2024-04-22,PN,INS,26164.0
2024-04-22,PN,OTR,2812.0
2024-04-23,PN,ENE,43513.0
2024-04-23,PN,MOB,8320.0
2024-04-23,PN,INS,29967.0
2024-04-23,PN,OTR,2831.0
2024-04-24,PN,ENE,45603.0
2024-04-24,PN,MOB,8572.0
2024-04-24,PN,INS,33617.0
2024-04-24,PN,OTR,3256.0
2024-04-25,PN,ENE,48466.0
2024-04-25,PN,MOB,8486.0
2024-04-25,PN,INS,37937.0
2024-04-25,PN,OTR,2934.0
2024-04-26,PN,ENE,35983.0
2024-04-26,PN,MOB,8431.0
2024-04-26,PN,INS,27738.0
2024-04-26,PN,OTR,2162.0
2024-04-27,PN,ENE,48625.0
2024-04-27,PN,MOB,8351.0
2024-04-27,PN,INS,19147.0
2024-04-27,PN,OTR,3481.0
2024-04-28,PN,ENE,44675.0
2024-04-28,PN,MOB,8475.0
2024-04-28,PN,INS,37875.0
2024-04-28,PN,OTR,1709.0
2024-04-29,PN,ENE,46970.0
2024-04-29,PN,MOB,8707.0
2024-04-29,PN,INS,27590.0
2024-04-29,PN,OTR,3035.0
2024-04-30,PN,ENE,41992.0
2024-04-30,PN,MOB,8474.0
2024-04-30,PN,INS,36025.0
2024-04-30,PN,OTR,2834.0
2024-05-01,PN,ENE,44187.0
2024-05-01,PN,MOB,8523.0
2024-05-01,PN,INS,32466.0
2024-05-01,PN,OTR,3218.0
2024-05-02,PN,ENE,48882.0
2024-05-02,PN,MOB,8509.0
2024-05-02,PN,INS,40626.0
2024-05-02,PN,OTR,1883.0
2024-05-03,PN,ENE,41384.0
2024-05-03,PN,MOB,8559.0
2024-05-03,PN,INS,33747.0
2024-05-03,PN,OTR,3030.0
2024-05-04,PN,ENE,38557.0
2024-05-04,PN,MOB,8520.0
2024-05-04,PN,INS,33665.0
2024-05-04,PN,OTR,2058.0
2024-05-05,PN,ENE,50111.0
2024-05-05,PN,MOB,8582.0
2024-05-05,PN,INS,38238.0
2024-05-05,PN,OTR,2513.0
2024-05-06,PN,ENE,42304.0
2024-05-06,PN,MOB,8365.0
2024-05-06,PN,INS,34427.0
2024-05-06,PN,OTR,2374.0
2024-05-07,PN,ENE,43745.0
2024-05-07,PN,MOB,8528.0
2024-05-07,PN,INS,35861.0
2024-05-07,PN,OTR,2576.0
2024-05-08,PN,ENE,52672.0
2024-05-08,PN,MOB,8535.0
2024-05-08,PN,INS,33462.0
2024-05-08,PN,OTR,2790.0
2024-05-09,PN,ENE,44388.0
2024-05-09,PN,MOB,8574.0
2024-05-09,PN,INS,33529.0
2024-05-09,PN,OTR,1768.0
2024-05-10,PN,ENE,48850.0
2024-05-10,PN,MOB,8488.0
2024-05-10,PN,INS,33944.0
2024-05-10,PN,OTR,1616.0
2024-05-11,PN,ENE,40366.0
2024-05-11,PN,MOB,8440.0
2024-05-11,PN,INS,26190.0
2024-05-11,PN,OTR,1787.0
2024-05-12,PN,ENE,49251.0
2024-05-12,PN,MOB,8519.0
2024-05-12,PN,INS,32974.0
2024-05-12,PN,OTR,1788.0
2024-05-13,PN,ENE,47284.0
2024-05-13,PN,MOB,8335.0
2024-05-13,PN,INS,34860.0
2024-05-13,PN,OTR,2613.0
2024-05-14,PN,ENE,40378.0
2024-05-14,PN,MOB,8411.0
2024-05-14,PN,INS,28279.0
2024-05-14,PN,OTR,2750.0
2024-05-15,PN,ENE,47422.0
2024-05-15,PN,MOB,8425.0
2024-05-15,PN,INS,19671.0
2024-05-15,PN,OTR,2259.0
2024-05-16,PN,ENE,45703.0
2024-05-16,PN,MOB,8452.0
2024-05-16,PN,INS,25072.0
2024-05-16,PN,OTR,3319.0
2024-05-17,PN,ENE,52028.0
2024-05-17,PN,MOB,8634.0
2024-05-17,PN,INS,32776.0
2024-05-17,PN,OTR,2926.0
2024-05-18,PN,ENE,45620.0
2024-05-18,PN,MOB,8515.0
2024-05-18,PN,INS,30364.0
2024-05-18,PN,OTR,2089.0
2024-05-19,PN,ENE,43493.0
2024-05-19,PN,MOB,8453.0
2024-05-19,PN,INS,26993.0
2024-05-19,PN,OTR,2576.0
2024-05-20,PN,ENE,45674.0
2024-05-20,PN,MOB,8564.0
2024-05-20,PN,INS,25965.0
2024-05-20,PN,OTR,1981.0
2024-05-21,PN,ENE,44831.0
2024-05-21,PN,MOB,8458.0
2024-05-21,PN,INS,31513.0
2024-05-21,PN,OTR,3214.0
2024-05-22,PN,ENE,48184.0
2024-05-22,PN,MOB,8731.0
2024-05-22,PN,INS,35165.0
2024-05-22,PN,OTR,2684.0
2024-05-23,PN,ENE,44131.0
2024-05-23,PN,MOB,8544.0
2024-05-23,PN,INS,28510.0
2024-05-23,PN,OTR,2793.0
2024-05-24,PN,ENE,46090.0
2024-05-24,PN,MOB,8480.0
2024-05-24,PN,INS,28900.0
2024-05-24,PN,OTR,2725.0
2024-05-25,PN,ENE,44065.0
2024-05-25,PN,MOB,8222.0
2024-05-25,PN,INS,29833.0
2024-05-25,PN,OTR,2231.0
2024-05-26,PN,ENE,47194.0
2024-05-26,PN,MOB,8312.0
2024-05-26,PN,INS,29476.0
2024-05-26,PN,OTR,2143.0
2024-05-27,PN,ENE,45055.0
2024-05-27,PN,MOB,8432.0
2024-05-27,PN,INS,25106.0
2024-05-27,PN,OTR,2559.0
2024-05-28,PN,ENE,45111.0
2024-05-28,PN,MOB,8763.0
2024-05-28,PN,INS,29213.0
2024-05-28,PN,OTR,2067.0
2024-05-29,PN,ENE,46667.0
2024-05-29,PN,MOB,8514.0
2024-05-29,PN,INS,25468.0
2024-05-29,PN,OTR,3135.0
2024-05-30,PN,ENE,45078.0
2024-05-30,PN,MOB,8581.0
2024-05-30,PN,INS,36254.0
2024-05-30,PN,OTR,1789.0
2024-05-31,PN,ENE,42480.0
2024-05-31,PN,MOB,8565.0
2024-05-31,PN,INS,30311.0
2024-05-31,PN,OTR,2789.0
2024-06-01,PN,ENE,43901.0
2024-06-01,PN,MOB,8678.0
2024-06-01,PN,INS,39477.0
2024-06-01,PN,OTR,3122.0
2024-06-02,PN,ENE,45692.0
2024-06-02,PN,MOB,8512.0
2024-06-02,PN,INS,37443.0
2024-06-02,PN,OTR,2912.0
2024-06-03,PN,ENE,47952.0
2024-06-03,PN,MOB,8419.0
2024-06-03,PN,INS,33259.0
2024-06-03,PN,OTR,2221.0
2024-06-04,PN,ENE,40465.0
2024-06-04,PN,MOB,8302.0
2024-06-04,PN,INS,29257.0
2024-06-04,PN,OTR,2524.0
2024-06-05,PN,ENE,40456.0
2024-06-05,PN,MOB,8332.0
2024-06-05,PN,INS,32975.0
2024-06-05,PN,OTR,2100.0
2024-06-06,PN,ENE,39335.0
2024-06-06,PN,MOB,8465.0
2024-06-06,PN,INS,27997.0
2024-06-06,PN,OTR,3357.0
2024-06-07,PN,ENE,49792.0
2024-06-07,PN,MOB,8464.0
2024-06-07,PN,INS,19505.0
2024-06-07,PN,OTR,2481.0
2024-06-08,PN,ENE,40297.0
2024-06-08,PN,MOB,8436.0
2024-06-08,PN,INS,35600.0
2024-06-08,PN,OTR,2966.0
2024-06-09,PN,ENE,51143.0
2024-06-09,PN,MOB,8496.0
2024-06-09,PN,INS,26504.0
2024-06-09,PN,OTR,2944.0
2024-06-10,PN,ENE,47413.0
2024-06-10,PN,MOB,8507.0
2024-06-10,PN,INS,31735.0
2024-06-10,PN,OTR,1531.0
2024-06-11,PN,ENE,47198.0
2024-06-11,PN,MOB,8494.0
2024-06-11,PN,INS,24059.0
2024-06-11,PN,OTR,3046.0
2024-06-12,PN,ENE,45229.0
2024-06-12,PN,MOB,8385.0
2024-06-12,PN,INS,34407.0
2024-06-12,PN,OTR,2395.0
2024-06-13,PN,ENE,51127.0
2024-06-13,PN,MOB,8681.0
2024-06-13,PN,INS,29034.0
2024-06-13,PN,OTR,2596.0
2024-06-14,PN,ENE,45365.0
2024-06-14,PN,MOB,8680.0
2024-06-14,PN,INS,33531.0
2024-06-14,PN,OTR,2336.0
2024-06-15,PN,ENE,49184.0
2024-06-15,PN,MOB,8634.0
2024-06-15,PN,INS,35881.0
2024-06-15,PN,OTR,2290.0
2024-06-16,PN,ENE,45560.0
2024-06-16,PN,MOB,8293.0
2024-06-16,PN,INS,29577.0
2024-06-16,PN,OTR,2141.0
2024-06-17,PN,ENE,46498.0
2024-06-17,PN,MOB,8140.0
2024-06-17,PN,INS,33048.0
2024-06-17,PN,OTR,2491.0
2024-06-18,PN,ENE,44205.0
2024-06-18,PN,MOB,8911.0
2024-06-18,PN,INS,30084.0
2024-06-18,PN,OTR,3302.0
2024-06-19,PN,ENE,43082.0
2024-06-19,PN,MOB,8468.0
2024-06-19,PN,INS,30759.0
2024-06-19,PN,OTR,2326.0
2024-06-20,PN,ENE,47000.0
2024-06-20,PN,MOB,8473.0
2024-06-20,PN,INS,25268.0
2024-06-20,PN,OTR,2292.0
2024-06-21,PN,ENE,41627.0
2024-06-21,PN,MOB,8413.0
2024-06-21,PN,INS,29490.0
2024-06-21,PN,OTR,2190.0
2024-06-22,PN,ENE,46078.0
2024-06-22,PN,MOB,8784.0
2024-06-22,PN,INS,27769.0
2024-06-22,PN,OTR,2841.0
2024-06-23,PN,ENE,39293.0
2024-06-23,PN,MOB,8846.0
2024-06-23,PN,INS,40913.0
2024-06-23,PN,OTR,2623.0
2024-06-24,PN,ENE,42486.0
2024-06-24,PN,MOB,8509.0
2024-06-24,PN,INS,34642.0
2024-06-24,PN,OTR,2133.0
2024-06-25,PN,ENE,51162.0
2024-06-25,PN,MOB,8370.0
2024-06-25,PN,INS,32844.0
2024-06-25,PN,OTR,1805.0
2024-06-26,PN,ENE,42168.0
2024-06-26,PN,MOB,8522.0
2024-06-26,PN,INS,22643.0
2024-06-26,PN,OTR,3059.0
2024-06-27,PN,ENE,45803.0
2024-06-27,PN,MOB,8514.0
2024-06-27,PN,INS,31381.0
2024-06-27,PN,OTR,2160.0
2024-06-28,PN,ENE,45319.0
2024-06-28,PN,MOB,8473.0
2024-06-28,PN,INS,11427.0
2024-06-28,PN,OTR,2610.0
2024-06-29,PN,ENE,41532.0
2024-06-29,PN,MOB,8629.0
2024-06-29,PN,INS,32889.0
2024-06-29,PN,OTR,3029.0
2024-06-30,PN,ENE,51603.0
2024-06-30,PN,MOB,8846.0
2024-06-30,PN,INS,29301.0
2024-06-30,PN,OTR,3091.0
2024-07-01,PN,ENE,48607.0
2024-07-01,PN,MOB,8410.0
2024-07-01,PN,INS,22610.0
2024-07-01,PN,OTR,2108.0
2024-07-02,PN,ENE,45702.0
2024-07-02,PN,MOB,8632.0
2024-07-02,PN,INS,28636.0
2024-07-02,PN,OTR,2937.0
2024-07-03,PN,ENE,42698.0
2024-07-03,PN,MOB,8327.0
2024-07-03,PN,INS,29338.0
2024-07-03,PN,OTR,3393.0
2024-07-04,PN,ENE,37644.0
2024-07-04,PN,MOB,8603.0
2024-07-04,PN,INS,29114.0
2024-07-04,PN,OTR,1845.0
