fecha,equipo_id,horas_operativas,horas_parada,toneladas_procesadas,toneladas_fuera_especificacion,capacidad_nominal_tmh,turno
2026-03-20,PS-EQ-04,24.0,0.0,12298.6,103.2,552.0,
2025-07-16,PS-EQ-02,24.0,0.0,9481.1,161.4,516.0,
2025-07-30,PS-EQ-04,24.0,0.0,11379.7,151.8,552.0,
2026-09-05,PS-EQ-06,24.0,0.0,7073.5,255.1,360.0,
2027-01-15,PS-EQ-05,10.7,13.3,3088.6,52.9,360.0,
2026-10-12,PS-EQ-10,21.8,2.2,12014.9,146.8,600.0,
2027-09-26,PS-EQ-10,24.0,0.0,12740.1,308.5,600.0,
2025-11-02,PS-EQ-05,24.0,0.0,7159.2,115.2,360.0,
2026-11-03,PS-EQ-08,24.0,0.0,11019.3,322.5,480.0,
2025-03-27,PS-EQ-07,24.0,0.0,8165.2,160.2,420.0,
2025-05-10,PS-EQ-07,24.0,0.0,9167.6,275.8,420.0,
2025-09-19,PS-EQ-07,24.0,0.0,9497.0,130.9,420.0,
2025-01-09,PS-EQ-06,24.0,0.0,7886.3,224.4,360.0,
2027-10-01,PS-EQ-01,24.0,0.0,12657.9,278.2,624.0,
2025-10-05,PS-EQ-09,24.0,0.0,6726.1,118.3,312.0,
2025-10-04,PS-EQ-08,17.2,6.8,7374.6,172.0,480.0,
2026-03-18,PS-EQ-02,24.0,0.0,11977.1,303.2,516.0,
2026-12-28,PS-EQ-08,24.0,0.0,11404.8,329.7,480.0,
2025-02-14,PS-EQ-04,24.0,0.0,11561.2,211.6,552.0,
2026-01-26,PS-EQ-08,24.0,0.0,11228.2,241.1,480.0,
2024-11-16,PS-EQ-07,1.81,0.08,632.3,57.2,420.0,3.0
2025-04-21,PS-EQ-05,24.0,0.0,7859.5,188.1,360.0,
2027-06-26,PS-EQ-05,24.0,0.0,7629.4,118.1,360.0,
2024-11-14,PS-EQ-05,24.0,0.0,7903.8,239.8,360.0,
2024-12-29,PS-EQ-06,11.7,12.3,3592.9,49.6,360.0,
2027-08-13,PS-EQ-01,24.0,0.0,12615.8,411.7,624.0,
2024-11-21,PS-EQ-08,24.0,0.0,9745.8,166.1,480.0,
2026-05-03,PS-EQ-02,24.0,0.0,10834.7,46.7,516.0,
2024-11-13,PS-EQ-07,19.15,0.0,7394.5,8.7,420.0,1.0
2026-02-01,PS-EQ-01,24.0,0.0,12805.7,131.4,624.0,
2027-12-19,PS-EQ-04,19.8,4.2,9288.8,201.5,552.0,
2027-12-02,PS-EQ-07,24.0,0.0,9717.2,199.3,420.0,
2027-04-05,PS-EQ-09,24.0,0.0,6241.8,,312.0,
2026-07-03,PS-EQ-05,15.0,9.0,4883.5,102.7,360.0,
2026-09-29,PS-EQ-04,24.0,0.0,12667.9,132.1,552.0,
2025-12-23,PS-EQ-10,24.0,0.0,13488.0,,600.0,
2024-12-03,PS-EQ-09,24.0,0.0,6930.3,127.2,312.0,
2027-03-05,PS-EQ-01,24.0,0.0,14531.0,134.8,624.0,
2025-10-10,PS-EQ-10,24.0,0.0,11276.5,352.4,600.0,
2025-04-01,PS-EQ-05,15.0,9.0,4679.0,115.6,360.0,
2025-03-26,PS-EQ-05,24.0,0.0,8553.6,267.4,360.0,
2025-12-26,PS-EQ-07,24.0,0.0,8689.6,311.6,420.0,
2027-09-05,PS-EQ-10,18.4,5.6,9665.7,202.6,600.0,
2025-08-26,PS-EQ-03,19.4,4.6,8613.1,259.3,456.0,
2026-06-07,PS-EQ-09,24.0,0.0,7413.1,138.4,312.0,
2025-06-13,PS-EQ-02,24.0,0.0,11705.2,285.2,516.0,
2027-12-04,PS-EQ-02,24.0,0.0,11335.2,266.4,516.0,
2027-08-25,PS-EQ-09,24.0,0.0,6386.1,180.4,312.0,
2026-08-07,PS-EQ-09,24.0,0.0,6556.7,155.2,312.0,
2026-07-07,PS-EQ-05,24.0,0.0,7158.3,60.4,360.0,
2025-06-06,PS-EQ-08,4.0,20.0,1568.3,23.1,480.0,
2027-08-21,PS-EQ-03,24.0,0.0,10106.0,217.2,456.0,
2025-11-20,PS-EQ-01,24.0,0.0,14309.9,207.9,624.0,
2025-03-04,PS-EQ-04,24.0,0.0,10901.3,221.0,552.0,
2025-09-29,PS-EQ-03,24.0,0.0,9714.2,205.2,456.0,
2027-08-13,PS-EQ-07,23.2,0.8,9048.7,165.7,420.0,
2027-11-12,PS-EQ-02,24.0,0.0,11167.5,160.4,516.0,
2027-04-08,PS-EQ-06,24.0,0.0,8030.9,147.8,360.0,
2025-04-17,PS-EQ-02,24.0,0.0,10510.9,319.7,516.0,
2025-02-02,PS-EQ-05,24.0,0.0,7773.6,196.1,360.0,
2026-10-13,PS-EQ-02,16.7,7.3,8189.3,111.4,516.0,
2025-08-12,PS-EQ-08,24.0,0.0,10550.6,288.1,480.0,
2027-11-09,PS-EQ-04,24.0,0.0,11552.9,144.8,552.0,
2027-09-18,PS-EQ-02,21.6,2.4,9374.1,154.3,516.0,
2026-02-03,PS-EQ-04,24.0,0.0,13115.5,437.1,552.0,
2027-10-13,PS-EQ-10,24.0,0.0,12824.5,217.2,600.0,
2027-12-17,PS-EQ-04,24.0,0.0,11907.5,59.7,552.0,
2025-08-26,PS-EQ-08,24.0,0.0,10602.5,254.3,480.0,
2025-11-04,PS-EQ-08,24.0,0.0,10764.6,295.5,480.0,
2024-10-14,PS-EQ-07,8.73,0.0,3467.7,116.6,420.0,3.0
2027-12-31,PS-EQ-01,24.0,0.0,14307.4,100.6,624.0,
2025-05-20,PS-EQ-04,24.0,0.0,10548.3,290.7,552.0,
2027-01-15,PS-EQ-06,15.2,8.8,5203.1,87.2,360.0,
2025-10-15,PS-EQ-06,24.0,0.0,7784.5,136.7,360.0,
2027-05-01,PS-EQ-05,24.0,0.0,8149.4,90.2,360.0,
2026-11-21,PS-EQ-04,24.0,0.0,12264.8,230.6,552.0,
2026-09-30,PS-EQ-02,24.0,0.0,12164.5,226.6,516.0,
2026-07-23,PS-EQ-03,24.0,0.0,9744.2,137.6,456.0,
2026-06-07,PS-EQ-10,24.0,0.0,13396.3,275.4,600.0,
2024-07-20,PS-EQ-06,24.0,0.0,7526.7,111.1,360.0,
2025-11-11,PS-EQ-09,24.0,0.0,6964.3,123.6,312.0,
2025-05-12,PS-EQ-07,24.0,0.0,8909.5,87.2,420.0,
2024-10-09,PS-EQ-03,24.0,0.0,10349.5,219.3,456.0,
2027-07-13,PS-EQ-10,24.0,0.0,13147.7,220.9,600.0,
2024-12-22,PS-EQ-09,24.0,0.0,6731.1,135.3,312.0,
2025-05-27,PS-EQ-07,24.0,0.0,9094.0,241.9,420.0,
2027-03-02,PS-EQ-03,24.0,0.0,9141.5,137.9,456.0,
2026-02-20,PS-EQ-06,24.0,0.0,7656.4,64.0,360.0,
2024-08-08,PS-EQ-04,24.0,0.0,11882.0,302.1,552.0,
2027-10-14,PS-EQ-02,24.0,0.0,9880.4,150.2,516.0,
2026-07-27,PS-EQ-07,24.0,0.0,9113.7,0.0,420.0,
2027-01-16,PS-EQ-07,24.0,0.0,9880.7,165.7,420.0,
2024-12-16,PS-EQ-08,24.0,0.0,8823.5,190.1,480.0,
2025-09-28,PS-EQ-02,24.0,0.0,12070.0,219.9,516.0,
2027-09-08,PS-EQ-02,12.5,11.5,5958.2,132.7,516.0,
2026-09-23,PS-EQ-01,24.0,0.0,13586.0,255.3,624.0,
2026-05-21,PS-EQ-10,24.0,0.0,12175.8,128.0,600.0,
2027-03-21,PS-EQ-09,24.0,0.0,6985.3,50.1,312.0,
2026-06-12,PS-EQ-01,24.0,0.0,14034.2,273.8,624.0,
2025-10-18,PS-EQ-08,24.0,0.0,10105.7,114.3,480.0,
2026-08-07,PS-EQ-02,24.0,0.0,11774.1,381.1,516.0,
2025-04-15,PS-EQ-05,24.0,0.0,8166.3,190.5,360.0,
2027-12-01,PS-EQ-08,12.4,11.6,5367.0,203.7,480.0,
2025-04-29,PS-EQ-05,24.0,0.0,8012.9,186.4,360.0,
2025-10-04,PS-EQ-02,24.0,0.0,11612.6,188.7,516.0,
2027-06-03,PS-EQ-08,19.0,5.0,7967.5,146.3,480.0,
2026-02-17,PS-EQ-10,13.9,10.1,7507.7,224.7,600.0,
2026-01-26,PS-EQ-10,19.7,4.3,10645.5,212.3,600.0,
2026-11-28,PS-EQ-02,24.0,0.0,10941.7,171.1,516.0,
2025-11-15,PS-EQ-04,24.0,0.0,12554.3,157.5,552.0,
2026-02-05,PS-EQ-08,24.0,0.0,9983.6,309.0,480.0,
2024-12-26,PS-EQ-05,24.0,0.0,7667.8,110.5,360.0,
2026-01-15,PS-EQ-09,24.0,0.0,6943.6,193.3,312.0,
2026-03-28,PS-EQ-01,16.7,7.3,9303.9,188.7,624.0,
2027-11-09,PS-EQ-05,24.0,0.0,7911.6,224.6,360.0,
2027-02-17,PS-EQ-01,13.9,10.1,8134.3,104.7,624.0,
2025-05-31,PS-EQ-06,24.0,0.0,7766.7,146.6,360.0,
2027-01-17,PS-EQ-10,24.0,0.0,12248.4,211.5,600.0,
2027-12-21,PS-EQ-05,24.0,0.0,7797.9,106.7,360.0,
2024-07-30,PS-EQ-07,24.0,0.0,8847.5,249.2,420.0,
2026-04-16,PS-EQ-06,18.0,6.0,5445.7,169.8,360.0,
2027-04-01,PS-EQ-10,24.0,0.0,14256.0,269.1,600.0,
2027-09-10,PS-EQ-09,24.0,0.0,6411.0,107.0,312.0,
2025-08-13,PS-EQ-01,19.2,4.8,11572.7,277.0,624.0,
2027-07-04,PS-EQ-03,24.0,0.0,9956.5,116.0,456.0,
2024-10-27,PS-EQ-09,24.0,0.0,6778.7,80.9,312.0,
2026-07-16,PS-EQ-08,24.0,0.0,10040.3,173.7,480.0,
2024-08-05,PS-EQ-06,10.9,13.1,3412.8,89.6,360.0,
2025-09-18,PS-EQ-10,24.0,0.0,13374.2,132.2,600.0,
2025-05-22,PS-EQ-06,17.9,6.1,6215.4,172.1,360.0,
2027-03-21,PS-EQ-10,24.0,0.0,13601.7,280.2,600.0,
2027-08-21,PS-EQ-04,24.0,0.0,11178.6,344.4,552.0,
2025-04-05,PS-EQ-09,24.0,0.0,6648.0,122.5,312.0,
2027-01-19,PS-EQ-07,24.0,0.0,8944.8,106.9,420.0,
2025-03-01,PS-EQ-09,24.0,0.0,6231.8,84.4,312.0,
2025-03-04,PS-EQ-06,24.0,0.0,7211.1,133.5,360.0,
2025-02-21,PS-EQ-06,24.0,0.0,7887.5,191.4,360.0,
2025-06-17,PS-EQ-02,24.0,0.0,11676.3,104.9,516.0,
2024-11-10,PS-EQ-08,18.14,0.0,8199.7,182.3,480.0,3.0
2024-07-24,PS-EQ-08,24.0,0.0,9278.8,135.7,480.0,
2024-11-05,PS-EQ-01,24.0,0.0,13660.7,336.0,624.0,
2025-03-06,PS-EQ-07,22.0,2.0,8362.6,222.3,420.0,
2025-01-13,PS-EQ-05,24.0,0.0,8031.5,111.2,360.0,
2025-05-19,PS-EQ-04,23.1,0.9,10520.0,130.2,552.0,
2027-03-29,PS-EQ-01,21.6,2.4,12087.7,275.6,624.0,
2027-08-03,PS-EQ-10,22.5,1.5,12690.6,241.0,600.0,
2024-09-25,PS-EQ-03,24.0,0.0,9844.5,359.7,456.0,
2026-11-22,PS-EQ-10,24.0,0.0,12951.4,220.6,600.0,
2027-04-30,PS-EQ-10,22.6,1.4,12484.3,270.1,600.0,
2025-10-19,PS-EQ-04,15.6,8.4,7799.7,63.8,552.0,
2025-03-21,PS-EQ-06,15.2,8.8,4572.7,143.6,360.0,
2026-02-02,PS-EQ-04,21.0,3.0,11476.1,508.3,552.0,
2024-08-07,PS-EQ-06,24.0,0.0,8553.6,200.6,360.0,
2024-11-26,PS-EQ-06,24.0,0.0,8219.0,113.0,360.0,
2027-01-11,PS-EQ-07,24.0,0.0,9847.5,64.9,420.0,
2027-01-05,PS-EQ-08,24.0,0.0,10202.5,134.7,480.0,
2025-04-19,PS-EQ-07,24.0,0.0,8300.7,120.1,420.0,
2026-03-01,PS-EQ-01,24.0,0.0,13764.6,229.1,624.0,
2026-05-31,PS-EQ-03,24.0,0.0,10113.5,274.3,456.0,
2024-10-08,PS-EQ-09,24.0,0.0,7172.4,122.5,312.0,
2026-04-21,PS-EQ-06,7.3,16.7,2334.1,39.5,360.0,
2026-02-06,PS-EQ-04,24.0,0.0,11815.0,326.8,552.0,
2026-09-12,PS-EQ-02,13.0,11.0,6528.7,51.9,516.0,
2026-10-11,PS-EQ-07,21.8,2.2,8147.3,181.3,420.0,
2025-10-13,PS-EQ-01,24.0,0.0,13597.4,225.0,624.0,
2025-06-15,PS-EQ-06,24.0,0.0,8153.4,77.3,360.0,
2024-09-19,PS-EQ-06,10.4,13.6,3292.9,123.9,360.0,
2026-02-24,PS-EQ-04,18.0,6.0,8873.6,103.9,552.0,
2024-11-27,PS-EQ-08,24.0,0.0,10088.3,216.7,480.0,
2026-04-27,PS-EQ-03,21.8,2.2,9030.9,141.3,456.0,
2025-02-23,PS-EQ-02,24.0,0.0,10531.0,220.8,516.0,
2027-09-08,PS-EQ-03,24.0,0.0,10072.0,102.8,456.0,
2026-03-03,PS-EQ-05,24.0,0.0,8547.3,233.2,360.0,
2026-03-28,PS-EQ-10,24.0,0.0,12737.8,274.5,600.0,
2027-06-21,PS-EQ-02,24.0,0.0,10445.2,278.3,516.0,
2026-04-28,PS-EQ-08,24.0,0.0,10558.2,124.3,480.0,
2025-08-25,PS-EQ-09,24.0,0.0,6573.1,196.5,312.0,
2026-07-19,PS-EQ-05,24.0,0.0,7888.1,163.5,360.0,
2025-06-06,PS-EQ-02,24.0,0.0,11254.4,337.7,516.0,
2026-03-07,PS-EQ-03,24.0,0.0,10423.0,173.3,456.0,
2024-09-17,PS-EQ-03,24.0,0.0,9752.6,287.1,456.0,
2027-01-29,PS-EQ-09,24.0,0.0,6459.4,155.7,312.0,
2024-08-05,PS-EQ-01,24.0,0.0,13633.6,75.4,624.0,
2026-08-24,PS-EQ-10,24.0,0.0,14200.1,205.8,600.0,
2027-02-23,PS-EQ-08,24.0,0.0,8854.4,187.1,480.0,
2025-04-26,PS-EQ-03,23.3,0.7,9008.1,347.6,456.0,
2026-04-03,PS-EQ-08,24.0,0.0,9401.6,162.9,480.0,
2026-04-09,PS-EQ-07,24.0,0.0,9274.5,102.1,420.0,
2024-08-20,PS-EQ-06,24.0,0.0,8435.7,126.0,360.0,
2025-01-27,PS-EQ-02,24.0,0.0,10672.0,167.7,516.0,
2027-01-24,PS-EQ-01,22.4,1.6,12223.6,347.4,624.0,
2025-01-17,PS-EQ-01,24.0,0.0,13478.2,248.9,624.0,
2027-12-18,PS-EQ-05,24.0,0.0,7891.9,70.1,360.0,
2025-01-27,PS-EQ-09,24.0,0.0,6459.5,108.1,312.0,
2026-11-07,PS-EQ-07,24.0,0.0,9437.6,279.8,420.0,
2026-02-02,PS-EQ-02,24.0,0.0,10945.8,269.9,516.0,
2026-10-15,PS-EQ-09,24.0,0.0,6465.9,219.1,312.0,
2027-05-27,PS-EQ-05,24.0,0.0,6923.3,159.2,360.0,
2027-05-21,PN-EQ-04,4.0,20.0,1615.5,23.8,460.0,
2024-09-24,PS-EQ-07,1.23,1.89,617.8,39.5,420.0,2.0
2025-10-27,PS-EQ-02,24.0,0.0,11292.4,216.4,516.0,
2025-09-28,PS-EQ-07,24.0,0.0,9313.5,69.3,420.0,
2027-02-15,PS-EQ-08,24.0,0.0,9618.2,260.0,480.0,
2025-03-12,PS-EQ-07,24.0,0.0,8949.8,297.3,420.0,
2024-10-20,PS-EQ-04,24.0,0.0,11613.8,161.4,552.0,
2027-07-04,PS-EQ-09,22.9,1.1,6570.4,,312.0,
2026-05-05,PS-EQ-06,24.0,0.0,8301.6,72.3,360.0,
2025-06-01,PS-EQ-10,24.0,0.0,13113.3,,600.0,
2026-07-14,PS-EQ-07,24.0,0.0,9236.4,116.7,420.0,
2027-06-25,PS-EQ-05,24.0,0.0,8268.6,125.7,360.0,
2025-08-05,PS-EQ-10,24.0,0.0,13625.8,254.4,600.0,
2026-01-29,PS-EQ-06,24.0,0.0,8025.6,110.9,360.0,
2027-10-17,PS-EQ-07,24.0,0.0,9979.2,291.5,420.0,
2026-05-21,PS-EQ-07,24.0,0.0,8950.6,27.7,420.0,
2027-06-14,PS-EQ-08,24.0,0.0,9767.4,281.8,480.0,
2026-03-11,PS-EQ-01,24.0,0.0,13391.2,352.7,624.0,
2025-12-12,PS-EQ-10,24.0,0.0,12781.2,293.6,600.0,
2026-12-31,PS-EQ-10,24.0,0.0,12697.1,344.6,600.0,
2026-02-02,PS-EQ-09,24.0,0.0,7403.6,240.6,312.0,
2025-03-30,PS-EQ-02,24.0,0.0,10997.7,254.0,516.0,
2026-10-04,PS-EQ-06,19.8,4.2,6061.2,128.8,360.0,
2026-08-05,PS-EQ-03,24.0,0.0,9870.5,334.5,456.0,
2026-02-28,PS-EQ-06,23.4,0.6,7374.3,64.2,360.0,
2025-05-24,PS-EQ-09,24.0,0.0,6526.3,34.1,312.0,
2025-04-30,PS-EQ-05,24.0,0.0,8200.5,272.5,360.0,
2026-08-08,PS-EQ-05,17.6,6.4,5519.9,124.4,360.0,
2027-11-10,PS-EQ-02,24.0,0.0,11066.8,347.2,516.0,
2024-08-09,PS-EQ-02,24.0,0.0,10571.3,216.5,516.0,
2026-10-02,PS-EQ-09,23.1,0.9,6085.4,49.8,312.0,
2024-11-11,PS-EQ-06,24.0,0.0,7762.7,261.6,360.0,
2025-09-08,PS-EQ-10,22.1,1.9,11195.9,225.1,600.0,
2026-03-27,PS-EQ-07,24.0,0.0,9979.2,245.4,420.0,
2025-08-20,PS-EQ-07,17.5,6.5,6325.9,116.9,420.0,
2027-09-08,PS-EQ-09,24.0,0.0,6983.7,156.2,312.0,
2027-09-13,PS-EQ-06,24.0,0.0,7841.2,210.5,360.0,
2027-04-13,PS-EQ-02,24.0,0.0,12015.8,415.0,516.0,
2027-12-07,PS-EQ-07,24.0,0.0,8903.3,79.4,420.0,
2024-07-23,PS-EQ-04,24.0,0.0,10699.2,112.5,552.0,
2025-08-22,PS-EQ-01,24.0,0.0,12923.4,284.2,624.0,
2026-07-01,PS-EQ-07,24.0,0.0,9672.5,,420.0,
2024-11-28,PS-EQ-02,24.0,0.0,10772.3,84.4,516.0,
2027-10-11,PS-EQ-04,24.0,0.0,10808.0,0.0,552.0,
2024-10-02,PS-EQ-08,4.56,0.0,1968.6,121.2,480.0,1.0
2024-11-05,PS-EQ-02,24.0,0.0,12228.6,182.1,516.0,
2025-12-11,PS-EQ-01,23.1,0.9,13643.0,327.3,624.0,
2025-02-18,PS-EQ-07,24.0,0.0,8095.4,139.2,420.0,
2026-09-30,PS-EQ-04,8.5,15.5,4313.3,130.9,552.0,
2024-11-02,PS-EQ-03,24.0,0.0,10750.7,179.4,456.0,
2025-03-30,PS-EQ-06,24.0,0.0,7103.7,151.0,360.0,
2024-12-05,PS-EQ-08,24.0,0.0,11007.3,160.1,480.0,
2025-12-11,PS-EQ-07,24.0,0.0,9339.9,94.5,420.0,
2026-09-16,PS-EQ-01,24.0,0.0,13873.9,301.5,624.0,
2024-12-28,PS-EQ-10,24.0,0.0,12358.4,347.6,600.0,
2026-12-25,PS-EQ-04,21.9,2.1,10902.9,166.3,552.0,
2024-07-30,PS-EQ-02,24.0,0.0,11065.7,226.3,516.0,
2027-04-24,PS-EQ-08,18.0,6.0,8180.7,141.6,480.0,
2025-01-30,PS-EQ-01,24.0,0.0,13588.7,568.2,624.0,
2025-08-02,PS-EQ-06,24.0,0.0,8553.6,182.7,360.0,
2025-05-16,PS-EQ-09,18.9,5.1,5128.6,161.8,312.0,
2026-01-01,PS-EQ-09,23.0,1.0,6468.7,183.9,312.0,
2027-11-05,PS-EQ-02,24.0,0.0,10088.6,192.0,516.0,
2024-12-11,PS-EQ-03,24.0,0.0,10103.8,166.7,456.0,
2026-12-09,PS-EQ-06,24.0,0.0,7152.4,200.7,360.0,
2026-12-02,PS-EQ-04,16.9,7.1,8729.4,163.5,552.0,
2027-04-01,PS-EQ-04,24.0,0.0,12402.2,259.0,552.0,
2027-06-09,PS-EQ-07,24.0,0.0,9470.9,99.5,420.0,
2025-10-13,PS-EQ-09,23.0,1.0,7104.2,48.0,312.0,
2026-09-17,PS-EQ-06,21.9,2.1,6807.0,233.2,360.0,
2026-03-05,PS-EQ-03,20.4,3.6,7803.5,189.4,456.0,
2027-11-30,PS-EQ-10,24.0,0.0,11816.2,269.0,600.0,
2024-10-30,PS-EQ-08,1.53,4.83,610.1,41.7,480.0,1.0
2026-02-03,PS-EQ-02,24.0,0.0,11273.4,217.7,516.0,
2026-06-08,PS-EQ-09,24.0,0.0,6270.6,119.1,312.0,
2027-12-06,PS-EQ-07,24.0,0.0,9333.0,0.0,420.0,
2024-12-23,PS-EQ-04,16.5,7.5,7961.4,244.1,552.0,
2027-11-27,PS-EQ-09,24.0,0.0,6661.1,128.2,312.0,
2027-02-21,PS-EQ-02,24.0,0.0,11036.0,215.1,516.0,
2027-07-01,PS-EQ-08,24.0,0.0,9072.5,169.9,480.0,
2024-11-04,PS-EQ-07,7.14,4.95,2609.9,21.9,420.0,1.0
2027-03-11,PS-EQ-01,24.0,0.0,13252.0,267.8,624.0,
2027-05-05,PS-EQ-03,24.0,0.0,9920.9,272.0,456.0,
2024-09-03,PS-EQ-07,24.0,0.0,8335.9,81.4,420.0,
2025-11-08,PS-EQ-04,24.0,0.0,11461.4,,552.0,
2026-08-29,PS-EQ-09,24.0,0.0,7260.7,234.1,312.0,
2024-09-12,PS-EQ-02,24.0,0.0,11059.2,213.0,516.0,
2024-09-26,PS-EQ-09,24.0,0.0,7295.9,132.1,312.0,
2027-08-21,PS-EQ-09,24.0,0.0,6682.6,149.3,312.0,
2025-01-23,PS-EQ-05,24.0,0.0,7432.4,104.2,360.0,
2027-12-24,PS-EQ-08,24.0,0.0,11245.6,279.0,480.0,
2024-11-19,PS-EQ-08,6.01,0.0,2504.1,124.1,480.0,2.0
2026-06-23,PS-EQ-09,24.0,0.0,7142.7,126.8,312.0,
2025-07-31,PS-EQ-04,24.0,0.0,11034.5,205.1,552.0,
2027-07-27,PS-EQ-01,24.0,0.0,14443.2,147.5,624.0,
2025-03-26,PS-EQ-01,22.3,1.7,13376.5,218.1,624.0,
2026-03-15,PS-EQ-03,24.0,0.0,9606.3,326.0,456.0,
2027-11-06,PS-EQ-06,24.0,0.0,8296.1,161.2,360.0,
2025-07-19,PS-EQ-10,24.0,0.0,14256.0,219.3,600.0,
2025-06-24,PS-EQ-02,24.0,0.0,10708.0,205.9,516.0,
2025-06-30,PS-EQ-04,24.0,0.0,11554.1,204.9,552.0,
2026-08-01,PS-EQ-06,14.1,9.9,4757.7,94.3,360.0,
2026-12-19,PS-EQ-08,24.0,0.0,9350.9,218.6,480.0,
2027-03-19,PS-EQ-07,24.0,0.0,8960.8,184.9,420.0,
2026-01-07,PS-EQ-02,24.0,0.0,11025.6,,516.0,
2025-07-17,PS-EQ-10,15.2,8.8,8169.3,271.8,600.0,
2026-05-14,PS-EQ-09,24.0,0.0,7231.6,170.3,312.0,
2027-10-22,PS-EQ-02,11.8,12.2,5246.4,59.8,516.0,
2027-06-23,PS-EQ-02,24.0,0.0,11149.3,130.9,516.0,
2026-06-01,PS-EQ-10,24.0,0.0,12545.2,197.2,600.0,
2024-10-20,PS-EQ-07,0.64,0.0,442.2,27.0,420.0,2.0
2025-08-05,PS-EQ-04,24.0,0.0,11624.0,327.3,552.0,
2026-08-03,PS-EQ-04,24.0,0.0,12147.7,375.3,552.0,
2026-07-12,PS-EQ-02,24.0,0.0,11144.5,144.9,516.0,
2026-01-16,PS-EQ-01,22.6,1.4,12726.6,125.2,624.0,
2027-03-31,PS-EQ-04,18.4,5.6,9037.4,74.9,552.0,
2025-11-20,PS-EQ-03,24.0,0.0,10201.1,346.6,456.0,
2026-02-23,PS-EQ-04,24.0,0.0,12628.2,349.2,552.0,
2024-08-14,PS-EQ-06,24.0,0.0,7758.8,112.4,360.0,
