Fecha,Cod_Equipo,Horas_Trab,Horas_Parada,Ton_Producidas,Ton_Rechazo,Cap_Nominal_TMH,Fecha_Carga
28/07/2024,PC_EQ_05,24.0,0.0,5003.6,181.6,240.0,2024-07-29 00:00:00
16/09/2024,PC_EQ_09,18.9,,3563.8,89.8,208.0,2024-09-17 00:00:00
27/12/2024,pc-eq-10,24.0,0.0,7504.7,120.5,400.0,2024-12-28 00:00:00
05/02/2024,PC-EQ-06 ,23.4,0.6,5141.3,98.6,240.0,2024-02-06 00:00:00
27/12/2024,PC_EQ_02,24.0,,6746.0,118.2,344.0,2024-12-28 00:00:00
24/02/2024,PC-EQ-07 ,24.0,0.0,6577.6,,280.0,2024-02-25 00:00:00
16/12/2024,PC-EQ-06 ,24.0,0.0,5317.0,27.8,240.0,2024-12-17 00:00:00
29/10/2024, PC-EQ-08,24.0,0.0,6985.0,176.7,320.0,2024-10-30 00:00:00
25/11/2024, PC-EQ-03,24.0,0.0,6511.5,132.6,304.0,2024-11-26 00:00:00
23/08/2024,PC-EQ-02	,24.0,0.0,7112.0,233.5,344.0,2024-08-24 00:00:00
03/10/2024, PC-EQ-03,24.0,0.0,6202.9,106.4,304.0,2024-03-11 00:00:00
19/02/2025,PC-EQ-06	,24.0,0.0,5039.6,92.0,240.0,2025-02-20 00:00:00
18/06/2024,PC-EQ-04 ,24.0,0.0,8477.9,156.7,368.0,2024-06-19 00:00:00
17/09/2024,pc-eq-10,24.0,0.0,8361.3,237.0,400.0,2024-09-18 00:00:00
29/03/2024,PCEQ01,17.6,,6273.0,125.7,416.0,2024-03-30 00:00:00
29/12/2024,pc-eq-08,24.0,0.0,6761.3,163.5,320.0,2024-12-30 00:00:00
16/03/2024,PC-EQ-04	,24.0,0.0,8396.9,208.0,368.0,2024-03-17 00:00:00
24/07/2024,PC_EQ_09,24.0,0.0,4202.4,27.9,208.0,2024-07-25 00:00:00
16/02/2024,PCEQ09,24.0,0.0,4701.0,121.1,208.0,2024-02-17 00:00:00
15/12/2024,PCEQ09,24.0,0.0,4882.5,129.2,208.0,2024-12-16 00:00:00
14/08/2024,PC-EQ-08	,24.0,0.0,7323.5,94.6,320.0,2024-08-15 00:00:00
21/12/2024, PC-EQ-02,24.0,0.0,7319.0,154.6,344.0,2024-12-22 00:00:00
19/11/2024,PC_EQ_10,24.0,0.0,7534.4,198.4,400.0,2024-11-19 00:00:00
24/05/2024,PC_EQ_10,21.9,2.1,7945.2,90.9,400.0,2024-05-25 00:00:00
11/08/2024,PC-EQ-05	,24.0,0.0,5118.9,53.7,240.0,2024-08-12 00:00:00
01/10/2024, PC-EQ-09,13.7,10.3,2656.8,17.0,208.0,2024-10-02 00:00:00
13/01/2024,PCEQ06,24.0,0.0,5669.2,111.3,240.0,2024-01-14 00:00:00
05/11/2024,PC-EQ-04	,24.0,0.0,7631.5,151.6,368.0,2024-11-06 00:00:00
03/08/2024, PC-EQ-06,24.0,0.0,5155.1,93.3,240.0,2024-08-04 00:00:00
21/05/2024,pc-eq-08,24.0,0.0,6386.2,82.4,320.0,2024-05-22 00:00:00
22/04/2024,PCEQ04,22.6,1.4,7277.8,211.2,368.0,2024-04-23 00:00:00
04/04/2024,PC_EQ_08,4.0,20.0,1139.3,24.0,320.0,2024-04-05 00:00:00
25/12/2024,pc-eq-06,24.0,0.0,5309.1,85.0,240.0,2024-12-26 00:00:00
06/03/2024,PCEQ06,24.0,0.0,5615.4,127.1,240.0,2024-03-07 00:00:00
04/02/2025,PC-EQ-02,24.0,0.0,7456.0,79.5,344.0,2025-02-05 00:00:00
24/06/2024,pc-eq-08,24.0,0.0,6145.8,169.5,320.0,2024-06-25 00:00:00
09/02/2025,PC-EQ-09	,24.0,0.0,4674.6,162.0,208.0,2025-02-10 00:00:00
06/05/2024, PC-EQ-03,24.0,0.0,6384.6,211.0,304.0,2024-05-07 00:00:00
28/10/2024,PCEQ07,24.0,0.0,6142.9,48.3,280.0,2024-10-29 00:00:00
16/09/2024,PC-EQ-07	,15.6,8.4,3486.0,49.5,280.0,2024-09-15 00:00:00
04/04/2024,PCEQ06,24.0,0.0,5064.3,117.5,240.0,2024-04-05 00:00:00
27/06/2024,PC-EQ-01 ,24.0,0.0,9776.0,121.9,416.0,2024-06-28 00:00:00
08/09/2024,pc-eq-06,24.0,0.0,5702.4,45.0,240.0,2024-09-09 00:00:00
02/09/2024,PC-EQ-09	,21.1,2.9,4344.9,,208.0,2024-09-03 00:00:00
27/10/2024, PC-EQ-03,24.0,0.0,6909.3,64.5,304.0,2024-10-28 00:00:00
25/05/2024,PC-EQ-05	,4.0,20.0,784.9,15.6,240.0,2024-05-26 00:00:00
28/02/2024,pc-eq-04,24.0,0.0,8331.2,241.1,368.0,2024-02-29 00:00:00
24/12/2024,PC-EQ-01 ,24.0,0.0,9568.0,237.5,416.0,2024-12-25 00:00:00
31/07/2024,PCEQ02,11.1,12.9,3780.2,46.3,344.0,2024-08-01 00:00:00
24/10/2024,PC_EQ_02,24.0,0.0,8122.3,61.3,344.0,2024-10-25 00:00:00
05/12/2024,PCEQ04,24.0,0.0,7379.2,173.4,368.0,2024-12-06 00:00:00
07/02/2025,pc-eq-09,24.0,0.0,4523.1,,208.0,2025-02-08 00:00:00
16/08/2024,PC-EQ-08	,24.0,0.0,7154.0,199.3,320.0,2024-08-17 00:00:00
08/02/2025,PC-EQ-09	,24.0,0.0,4522.7,49.7,208.0,2025-02-09 00:00:00
02/09/2024,PC_EQ_03,24.0,0.0,6661.9,161.0,304.0,2024-09-03 00:00:00
27/12/2024,PC-EQ-01	,24.0,0.0,8954.3,192.2,416.0,2024-12-28 00:00:00
26/04/2024,PC-EQ-01	,24.0,0.0,8344.0,195.8,416.0,2024-04-26 00:00:00
15/07/2024,PC-EQ-08	,24.0,0.0,6802.8,155.5,320.0,2024-07-16 00:00:00
17/02/2025,PC-EQ-04 ,24.0,0.0,8370.0,177.3,368.0,2025-02-18 00:00:00
02/09/2024,pc-eq-02,17.0,7.0,5280.2,169.9,344.0,2024-09-03 00:00:00
05/06/2024,PCEQ05,24.0,0.0,4538.9,92.8,240.0,2024-06-04 00:00:00
20/08/2024,PC-EQ-08 ,24.0,0.0,6983.7,217.9,320.0,2024-08-21 00:00:00
29/12/2024,PC_EQ_01,24.0,0.0,9536.3,125.9,416.0,2024-12-30 00:00:00
30/05/2024, PC-EQ-04,24.0,0.0,8547.7,222.4,368.0,2024-05-31 00:00:00
28/02/2024,PCEQ05,24.0,0.0,5422.3,140.0,240.0,2024-02-29 00:00:00
26/01/2024,PC-EQ-02	,24.0,0.0,7389.0,261.2,344.0,2024-01-27 00:00:00
29/09/2024,pc-eq-09,24.0,0.0,4203.5,108.7,208.0,2024-09-30 00:00:00
27/05/2024,PCEQ04,22.0,2.0,6781.0,59.1,368.0,2024-05-28 00:00:00
05/06/2024,PC-EQ-06	,24.0,0.0,5413.4,149.2,240.0,2024-06-06 00:00:00
03/01/2024,PC-EQ-06,24.0,0.0,5419.0,101.7,240.0,2024-01-04 00:00:00
23/03/2024,PC-EQ-08	,24.0,0.0,6329.0,122.7,320.0,2024-03-24 00:00:00
29/01/2024,PC-EQ-01,24.0,0.0,8400.8,84.0,416.0,2024-01-30 00:00:00
07/01/2025,PC_EQ_02,24.0,0.0,7116.8,82.4,344.0,2025-01-08 00:00:00
30/04/2024,PCEQ07,24.0,0.0,5721.7,133.0,280.0,2024-05-01 00:00:00
12/08/2024, PC-EQ-06,24.0,0.0,5497.8,150.5,240.0,2024-08-13 00:00:00
23/04/2024,PC-EQ-03 ,24.0,0.0,6576.7,157.0,304.0,2024-04-24 00:00:00
09/03/2024, PC-EQ-09,24.0,0.0,4802.0,104.5,208.0,2024-03-10 00:00:00
19/02/2024,pc-eq-01,15.2,8.8,4946.4,114.6,416.0,2024-02-20 00:00:00
08/01/2024,pc-eq-08,24.0,0.0,6609.3,91.8,320.0,2024-01-09 00:00:00
27/03/2024, PC-EQ-04,17.3,6.7,5696.8,,368.0,2024-03-28 00:00:00
22/01/2025, PC-EQ-09,24.0,0.0,4718.6,29.4,208.0,2025-01-23 00:00:00
12/12/2024,PC-EQ-02	,24.0,0.0,7640.2,61.7,344.0,2024-12-13 00:00:00
10/07/2024,PCEQ05,24.0,0.0,4858.6,63.3,240.0,2024-07-11 00:00:00
25/12/2024,PC-EQ-07,14.4,9.6,3450.4,109.2,280.0,2024-12-26 00:00:00
13/05/2024,PC-EQ-04	,24.0,0.0,7744.3,113.9,368.0,2024-05-14 00:00:00
04/10/2024,PC-EQ-01	,23.1,0.9,8402.5,262.4,416.0,2024-10-05 00:00:00
28/02/2025,PC-EQ-09,24.0,0.0,4419.9,122.1,208.0,2025-03-01 00:00:00
19/08/2024,PCEQ07,24.0,0.0,6329.5,206.8,280.0,2024-08-20 00:00:00
21/01/2024,PC-EQ-09 ,17.0,7.0,3459.0,84.7,208.0,2024-01-22 00:00:00
13/02/2025,PC-EQ-04 ,24.0,0.0,7951.1,256.3,368.0,2025-02-14 00:00:00
30/05/2024,pc-eq-06,6.9,17.1,1552.7,11.5,240.0,2024-05-31 00:00:00
10/03/2024,PC-EQ-08,24.0,0.0,6815.9,187.5,320.0,2024-03-11 00:00:00
09/10/2024,pc-eq-05,24.0,0.0,5259.3,196.9,240.0,2024-10-10 00:00:00
05/06/2024,pc-eq-09,24.0,0.0,4701.2,55.9,208.0,2024-06-06 00:00:00
21/08/2024,pc-eq-02,24.0,0.0,7677.1,134.4,344.0,2024-08-22 00:00:00
19/05/2024,PCEQ01,24.0,0.0,8361.6,277.1,416.0,2024-05-20 00:00:00
10/12/2024,pc-eq-01,24.0,0.0,9643.8,222.3,416.0,2024-12-11 00:00:00
23/07/2024,pc-eq-01,24.0,0.0,9314.0,411.5,416.0,2024-07-24 00:00:00
21/03/2024,PCEQ05,24.0,,5437.0,105.1,240.0,2024-03-22 00:00:00
02/09/2024,PC-EQ-06	,24.0,0.0,4906.1,136.8,240.0,2024-09-03 00:00:00
07/07/2024,PC-EQ-10	,15.9,8.1,5799.3,94.8,400.0,2024-07-08 00:00:00
13/04/2024, PC-EQ-02,24.0,0.0,6571.9,106.3,344.0,2024-04-14 00:00:00
27/09/2024,PCEQ06,24.0,0.0,5572.9,141.2,240.0,2024-09-28 00:00:00
30/05/2024,PC-EQ-05 ,24.0,0.0,5652.3,118.4,240.0,2024-05-31 00:00:00
16/11/2024,PC_EQ_06,24.0,0.0,5481.2,99.8,240.0,2024-11-17 00:00:00
11/01/2025, PC-EQ-01,24.0,0.0,9141.7,177.2,416.0,2025-01-12 00:00:00
14/03/2024, PC-EQ-04,24.0,0.0,8479.9,234.2,368.0,2024-03-15 00:00:00
10/06/2024,PCEQ04,24.0,0.0,8137.3,,368.0,2024-06-11 00:00:00
16/12/2024,PC-EQ-08 ,24.0,0.0,6372.7,82.6,320.0,2024-12-17 00:00:00
25/08/2024,PCEQ10,20.3,3.7,7301.0,184.5,400.0,2024-08-26 00:00:00
13/02/2025,pc-eq-07,22.5,1.5,5472.3,60.5,280.0,2025-02-14 00:00:00
17/02/2025,PC_EQ_01,21.5,2.5,8689.9,179.9,416.0,2025-02-18 00:00:00
04/10/2024,PC-EQ-04 ,24.0,0.0,7973.2,194.0,368.0,2024-10-05 00:00:00
24/02/2025, PC-EQ-05,6.0,18.0,1276.6,23.9,240.0,2025-02-25 00:00:00
20/07/2024,PC-EQ-07	,24.0,0.0,5927.4,196.4,280.0,2024-07-21 00:00:00
13/02/2024,PC-EQ-09,18.4,5.6,3146.4,62.1,208.0,2024-02-14 00:00:00
27/11/2024,pc-eq-05,24.0,0.0,5144.2,86.4,240.0,2024-11-28 00:00:00
26/05/2024,PC_EQ_08,24.0,0.0,6905.1,4.8,320.0,2024-05-27 00:00:00
23/01/2025,PC-EQ-02,7.3,,2478.7,82.1,344.0,2025-01-24 00:00:00
06/02/2025,PC-EQ-02	,24.0,0.0,7753.1,135.8,344.0,2025-02-07 00:00:00
25/01/2024,PCEQ07,24.0,0.0,5861.3,33.7,280.0,2024-01-26 00:00:00
03/01/2025,PC-EQ-08,24.0,0.0,6638.0,141.8,320.0,2025-01-04 00:00:00
17/08/2024,PC_EQ_03,24.0,,6810.4,135.9,304.0,2024-08-18 00:00:00
25/01/2025,PC-EQ-09 ,24.0,0.0,4389.4,74.2,208.0,2025-01-26 00:00:00
18/02/2025,PC_EQ_06,24.0,0.0,4528.2,52.3,240.0,2025-02-19 00:00:00
25/09/2024,pc-eq-08,24.0,0.0,6564.7,128.4,320.0,2024-09-26 00:00:00
07/11/2024,PCEQ01,24.0,0.0,8475.2,,416.0,2024-11-08 00:00:00
22/05/2024,PCEQ02,21.9,2.1,6901.5,98.6,344.0,2024-05-23 00:00:00
11/03/2024,PC_EQ_09,24.0,0.0,4201.4,80.8,208.0,2024-03-12 00:00:00
02/01/2024,PC-EQ-08,21.7,2.3,5981.4,117.0,320.0,2024-01-03 00:00:00
15/01/2024,pc-eq-10,16.3,7.7,5872.0,193.0,400.0,2024-01-16 00:00:00
26/01/2024,PC_EQ_03,24.0,0.0,6212.9,189.2,304.0,2024-01-27 00:00:00
25/06/2024,PC-EQ-07,24.0,0.0,5812.7,118.3,280.0,2024-06-26 00:00:00
18/06/2024,PC_EQ_07,24.0,0.0,5511.5,166.9,280.0,2024-06-19 00:00:00
10/01/2025,pc-eq-03,24.0,0.0,6623.4,127.4,304.0,2025-01-11 00:00:00
15/04/2024,PC-EQ-10	,24.0,0.0,8540.0,148.6,400.0,2024-04-16 00:00:00
20/06/2024,PC-EQ-05 ,24.0,0.0,5397.6,92.2,240.0,2024-06-21 00:00:00
15/01/2024,PC_EQ_06,24.0,0.0,5627.1,86.2,240.0,2024-01-16 00:00:00
08/02/2024,PC-EQ-03	,24.0,0.0,7223.0,62.1,304.0,2024-02-09 00:00:00
18/02/2025,PC_EQ_09,24.0,0.0,4612.6,45.8,208.0,2025-02-19 00:00:00
09/04/2024,PC-EQ-02	,24.0,0.0,7482.0,287.7,344.0,2024-04-10 00:00:00
07/09/2024,PCEQ02,24.0,0.0,7864.9,212.5,344.0,2024-09-08 00:00:00
24/11/2024,PC-EQ-02	,4.0,20.0,1302.1,23.4,344.0,2024-11-25 00:00:00
09/01/2024,PC_EQ_04,24.0,0.0,7702.1,147.8,368.0,2024-01-10 00:00:00
17/05/2024,PC_EQ_05,24.0,0.0,5293.5,88.2,240.0,2024-05-18 00:00:00
28/06/2024,PC-EQ-06 ,24.0,0.0,4908.9,,240.0,2024-06-29 00:00:00
12/04/2024,pc-eq-01,18.2,5.8,7166.4,155.6,416.0,2024-04-13 00:00:00
29/04/2024,PCEQ08,18.2,5.8,5363.1,63.2,320.0,2024-04-30 00:00:00
28/09/2024,PC-EQ-04 ,24.0,0.0,8541.1,205.3,368.0,2024-09-29 00:00:00
05/02/2024,PC_EQ_02,24.0,0.0,7384.8,107.7,344.0,2024-02-06 00:00:00
23/04/2024,PC-EQ-10 ,11.7,12.3,4023.9,48.4,400.0,2024-04-24 00:00:00
30/07/2024,PC-EQ-02,24.0,0.0,7184.7,183.4,344.0,2024-07-31 00:00:00
21/11/2024, PC-EQ-10,24.0,0.0,8345.1,173.0,400.0,2024-11-22 00:00:00
12/01/2024,PC-EQ-03 ,24.0,0.0,6819.7,173.3,304.0,2024-01-13 00:00:00
08/04/2024,pc-eq-04,9.9,14.1,3034.6,71.2,368.0,2024-04-09 00:00:00
05/07/2024,PC_EQ_01,16.1,7.9,5907.6,127.6,416.0,2024-07-06 00:00:00
05/12/2024, PC-EQ-01,24.0,0.0,9031.7,186.2,416.0,2024-12-06 00:00:00
13/11/2024,PC-EQ-03,24.0,0.0,7012.4,,304.0,2024-11-14 00:00:00
21/11/2024,PC-EQ-07 ,24.0,0.0,5731.6,95.1,280.0,2024-11-22 00:00:00
21/02/2025,PCEQ04,0.0,,0.0,0.0,368.0,2025-02-22 00:00:00
28/06/2024,PC-EQ-01	,23.1,,8624.6,100.1,416.0,2024-06-29 00:00:00
23/05/2024,PC-EQ-02 ,24.0,0.0,7071.0,125.0,344.0,2024-05-24 00:00:00
21/12/2024,pc-eq-08,24.0,0.0,5754.6,,320.0,2024-12-22 00:00:00
14/06/2024, PC-EQ-06,24.0,0.0,4948.9,38.3,240.0,2024-06-15 00:00:00
14/02/2024,PCEQ04,24.0,0.0,7340.0,157.8,368.0,2024-02-15 00:00:00
07/02/2025, PC-EQ-05,21.1,2.9,4259.1,43.1,240.0,2025-02-08 00:00:00
24/01/2024,pc-eq-05,24.0,0.0,5181.8,153.6,240.0,2024-01-25 00:00:00
22/04/2024,PC_EQ_01,24.0,0.0,9011.7,188.4,416.0,2024-04-23 00:00:00
25/03/2024,PCEQ03,24.0,0.0,6626.1,200.1,304.0,2024-03-26 00:00:00
17/01/2025,PCEQ02,23.3,0.7,7209.1,130.1,344.0,2025-01-18 00:00:00
14/02/2024,PCEQ10,24.0,,8616.5,168.3,400.0,2024-02-15 00:00:00
11/08/2024,PC_EQ_10,24.0,0.0,8196.8,226.1,400.0,2024-08-12 00:00:00
05/05/2024,PCEQ03,24.0,0.0,6986.0,108.0,304.0,2024-05-06 00:00:00
28/05/2024,PC-EQ-05,21.3,2.7,4623.3,100.8,240.0,2024-05-29 00:00:00
19/09/2024,PCEQ08,18.6,5.4,5269.2,135.7,320.0,2024-09-20 00:00:00
28/07/2024,PC-EQ-02,24.0,0.0,7556.8,83.2,344.0,2024-07-29 00:00:00
08/01/2025,PC-EQ-05 ,24.0,0.0,4854.9,99.9,240.0,2025-01-09 00:00:00
17/10/2024,PCEQ06,19.9,4.1,3846.9,50.8,240.0,2024-10-18 00:00:00
11/03/2024,PC_EQ_07,24.0,0.0,6202.7,125.1,280.0,2024-03-12 00:00:00
19/01/2025,PC-EQ-06	,24.0,0.0,5194.1,61.1,240.0,2025-01-20 00:00:00
28/01/2024,PC_EQ_03,24.0,0.0,6280.7,151.1,304.0,2024-01-29 00:00:00
12/10/2024,PC_EQ_03,24.0,0.0,6105.1,100.1,304.0,2024-10-13 00:00:00
05/02/2025,PC-EQ-01 ,24.0,0.0,9011.2,249.6,416.0,2025-02-06 00:00:00
23/12/2024,PC-EQ-07 ,22.2,1.8,5648.7,140.8,280.0,2024-12-24 00:00:00
27/08/2024,pc-eq-09,24.0,0.0,4583.4,52.0,208.0,2024-08-28 00:00:00
07/12/2024,PC-EQ-02	,24.0,0.0,7490.4,76.9,344.0,2024-12-08 00:00:00
18/10/2024,pc-eq-03,24.0,0.0,6245.1,51.5,304.0,2024-10-19 00:00:00
11/01/2025,PC_EQ_02,16.6,7.4,5296.0,81.0,344.0,2025-01-12 00:00:00
05/11/2024,pc-eq-06,24.0,0.0,4519.9,163.0,240.0,2024-11-05 00:00:00
01/12/2024,pc-eq-08,24.0,0.0,6468.6,30.4,320.0,2024-12-02 00:00:00
08/09/2024, PC-EQ-09,24.0,,4215.8,125.3,208.0,2024-09-09 00:00:00
11/09/2024,PC-EQ-01,24.0,0.0,8870.9,115.2,416.0,2024-09-12 00:00:00
18/06/2024,PC-EQ-04 ,24.0,0.0,7357.3,156.7,368.0,2024-06-18 00:00:00
04/05/2024,PC-EQ-02,24.0,0.0,7173.5,141.3,344.0,2024-05-05 00:00:00
08/07/2024,pc-eq-06,24.0,0.0,5133.4,95.4,240.0,2024-07-09 00:00:00
24/04/2024,PC-EQ-03	,24.0,0.0,6517.0,176.2,304.0,2024-04-25 00:00:00
14/05/2024,PC-EQ-07,18.2,5.8,4717.7,91.4,280.0,2024-05-15 00:00:00
15/06/2024, PC-EQ-01,24.0,0.0,8620.1,222.0,416.0,2024-06-16 00:00:00
24/01/2024,pc-eq-07,24.0,0.0,5816.7,89.8,280.0,2024-01-25 00:00:00
04/04/2024,PC-EQ-05,24.0,0.0,5702.4,110.4,240.0,2024-04-05 00:00:00
05/08/2024,PC_EQ_06,24.0,0.0,5162.4,97.2,240.0,2024-08-06 00:00:00
27/09/2024,PC_EQ_01,21.8,2.2,8599.2,165.5,416.0,2024-09-28 00:00:00
14/09/2024,pc-eq-02,24.0,0.0,8046.6,0.0,344.0,2024-09-15 00:00:00
07/11/2024,PC-EQ-10 ,21.5,2.5,8456.7,212.9,400.0,2024-11-08 00:00:00
20/01/2024,PC-EQ-09 ,24.0,0.0,4295.7,7.5,208.0,2024-01-21 00:00:00
12/07/2024,PC_EQ_08,10.0,14.0,2949.7,59.2,320.0,2024-07-13 00:00:00
01/12/2024,PCEQ01,24.0,0.0,8719.9,138.2,416.0,2024-12-02 00:00:00
18/06/2024,PC-EQ-01	,23.4,0.6,8353.2,192.9,416.0,2024-06-19 00:00:00
21/01/2024,PC-EQ-05,24.0,0.0,5304.8,105.7,240.0,2024-01-22 00:00:00
14/07/2024,PC-EQ-01 ,24.0,0.0,9731.4,241.1,416.0,2024-07-15 00:00:00
11/02/2025,PCEQ09,24.0,0.0,4407.7,35.4,208.0,2025-02-12 00:00:00
01/01/2025, PC-EQ-06,24.0,0.0,5223.9,95.6,240.0,2025-01-02 00:00:00
18/01/2025, PC-EQ-09,24.0,0.0,4663.2,148.8,208.0,2025-01-19 00:00:00
13/09/2024,PCEQ03,24.0,0.0,7223.0,144.2,304.0,2024-09-14 00:00:00
11/06/2024,PCEQ07,20.9,3.1,4956.6,88.3,280.0,2024-06-11 00:00:00
08/02/2024,PC-EQ-10 ,24.0,0.0,7683.3,,400.0,2024-02-09 00:00:00
22/04/2024,PC_EQ_05,4.0,20.0,861.0,26.4,240.0,2024-04-23 00:00:00
23/12/2024, PC-EQ-04,23.5,0.5,6997.0,147.2,368.0,2024-12-24 00:00:00
19/05/2024,PCEQ03,24.0,0.0,6070.1,52.1,304.0,2024-05-20 00:00:00
01/02/2025, PC-EQ-09,24.0,0.0,4161.0,,208.0,2025-02-02 00:00:00
09/11/2024,PCEQ07,24.0,0.0,6398.6,121.5,280.0,2024-11-10 00:00:00
22/01/2024,PC-EQ-05	,24.0,0.0,5095.6,11.2,240.0,2024-01-23 00:00:00
03/10/2024,PC_EQ_03,24.0,0.0,6044.7,55.7,304.0,2024-10-04 00:00:00
24/11/2024,PC-EQ-08,24.0,0.0,6998.6,174.5,320.0,2024-11-25 00:00:00
20/04/2024,PCEQ08,24.0,0.0,6520.9,72.9,320.0,2024-04-21 00:00:00
26/08/2024,PC-EQ-05	,24.0,0.0,5124.3,6.0,240.0,2024-08-27 00:00:00
30/03/2024,PC-EQ-06 ,24.0,0.0,5615.8,172.0,240.0,2024-03-31 00:00:00
15/05/2024,PC_EQ_03,24.0,0.0,6790.3,,304.0,2024-05-16 00:00:00
04/08/2024,PC-EQ-01 ,24.0,0.0,9042.5,119.0,416.0,2024-08-05 00:00:00
15/02/2025,PC-EQ-07 ,24.0,0.0,5587.6,125.2,280.0,2025-02-16 00:00:00
20/01/2024, PC-EQ-10,24.0,0.0,8830.7,166.4,400.0,2024-01-21 00:00:00
16/02/2025,PC-EQ-04	,24.0,,7575.9,119.0,368.0,2025-02-17 00:00:00
11/11/2024,PC-EQ-01,24.0,0.0,9631.9,134.3,416.0,2024-11-12 00:00:00
10/07/2024,pc-eq-02,15.1,8.9,4588.6,,344.0,2024-07-11 00:00:00
15/08/2024, PC-EQ-07,24.0,0.0,5922.1,104.5,280.0,2024-08-16 00:00:00
05/01/2024,PC-EQ-05 ,24.0,0.0,4931.3,8.3,240.0,2024-01-06 00:00:00
11/05/2024,PC-EQ-05 ,24.0,0.0,5617.9,155.7,240.0,2024-05-12 00:00:00
18/04/2024,PCEQ06,24.0,0.0,5294.4,132.1,240.0,2024-04-19 00:00:00
19/01/2025, PC-EQ-01,24.0,0.0,9101.8,233.2,416.0,2025-01-20 00:00:00
20/12/2024, PC-EQ-03,15.2,8.8,4137.2,22.8,304.0,2024-12-21 00:00:00
26/07/2024,PC-EQ-05 ,24.0,,5221.9,49.5,240.0,2024-07-27 00:00:00
08/06/2024,PC-EQ-06 ,24.0,0.0,5412.5,59.9,240.0,2024-06-09 00:00:00
05/02/2024,PC-EQ-09	,24.0,0.0,4485.0,121.2,208.0,2024-02-06 00:00:00
18/04/2024,PCEQ05,24.0,0.0,5174.1,85.9,240.0,2024-04-19 00:00:00
26/03/2024,PCEQ04,24.0,0.0,7568.6,211.0,368.0,2024-03-27 00:00:00
19/02/2024,PC-EQ-07	,24.0,0.0,6345.6,151.6,280.0,2024-02-20 00:00:00
09/02/2024,pc-eq-02,24.0,0.0,7916.0,121.6,344.0,2024-02-10 00:00:00
22/08/2024,pc-eq-01,24.0,0.0,8597.9,262.8,416.0,2024-08-23 00:00:00
12/03/2024,PC_EQ_03,24.0,0.0,6413.1,204.8,304.0,2024-03-13 00:00:00
22/07/2024,PC_EQ_07,24.0,0.0,5845.0,,280.0,2024-07-23 00:00:00
