fecha,equipo_id,horas_operativas,horas_parada,toneladas_procesadas,toneladas_fuera_especificacion,capacidad_nominal_tmh,turno
2025-03-23,PC-EQ-05,24.0,0.0,5112.0,37.0,240.0,
2026-10-14,PC-EQ-02,24.0,0.0,7567.2,129.1,344.0,
2027-11-16,PC-EQ-08,22.1,1.9,7001.3,114.3,320.0,
2026-06-17,PC-EQ-03,24.0,0.0,7223.0,123.0,304.0,
2027-12-23,PC-EQ-06,24.0,0.0,5656.0,87.2,240.0,
2027-01-21,PC-EQ-03,24.0,0.0,6494.0,201.1,304.0,
2025-06-19,PC-EQ-03,24.0,0.0,6780.2,161.6,304.0,
2025-11-09,PC-EQ-08,24.0,0.0,6324.1,192.9,320.0,
2027-04-22,PC-EQ-10,24.0,0.0,8319.9,234.4,400.0,
2027-06-07,PC-EQ-01,24.0,0.0,9544.5,201.7,416.0,
2027-12-18,PC-EQ-03,24.0,0.0,6504.6,109.1,304.0,
2026-01-16,PC-EQ-06,21.9,2.1,4874.5,90.9,240.0,
2027-05-29,PC-EQ-05,24.0,0.0,4803.2,100.9,240.0,
2025-04-26,PC-EQ-08,22.4,1.6,6359.7,205.8,320.0,
2027-10-19,PC-EQ-04,5.8,18.2,1818.5,48.1,368.0,
2026-07-01,PC-EQ-03,24.0,0.0,6747.6,126.0,304.0,
2025-11-04,PC-EQ-05,24.0,0.0,4752.4,73.7,240.0,
2026-04-30,PC-EQ-10,24.0,0.0,8475.5,125.1,400.0,
2026-01-22,PC-EQ-05,24.0,0.0,5419.0,161.3,240.0,
2027-01-22,PC-EQ-05,16.5,7.5,3331.6,46.0,240.0,
2025-04-16,PC-EQ-07,16.76,0.0,4527.4,4.7,280.0,1.0
2027-12-16,PC-EQ-06,24.0,0.0,5123.0,137.6,240.0,
2025-09-15,PC-EQ-02,24.0,0.0,7487.1,217.1,344.0,
2026-03-11,PC-EQ-03,24.0,0.0,7201.6,122.8,304.0,
2026-10-16,PC-EQ-05,24.0,0.0,5582.2,164.9,240.0,
2026-12-24,PC-EQ-03,24.0,0.0,6474.4,243.0,304.0,
2027-05-05,PC-EQ-04,24.0,0.0,8114.8,124.7,368.0,
2025-04-21,PC-EQ-04,17.9,6.1,5203.8,169.5,368.0,
2027-05-19,PC-EQ-07,24.0,0.0,6032.6,95.6,280.0,
2025-03-14,PC-EQ-08,7.0,17.0,2097.7,16.6,320.0,
2025-08-07,PC-EQ-05,24.0,0.0,5289.0,62.6,240.0,
2025-12-19,PC-EQ-07,24.0,0.0,6348.4,69.2,280.0,
2025-03-11,PC-EQ-01,24.0,0.0,9104.8,240.6,416.0,
2027-04-09,PC-EQ-08,22.5,1.5,6659.3,183.5,320.0,
2027-03-03,PC-EQ-02,24.0,0.0,7229.5,55.5,344.0,
2027-08-08,PC-EQ-06,24.0,0.0,4639.5,50.4,240.0,
2026-07-11,PC-EQ-09,24.0,0.0,4249.9,66.9,208.0,
2026-07-09,PC-EQ-09,24.0,0.0,4168.3,124.3,208.0,
2027-07-13,PC-EQ-09,24.0,0.0,4559.4,40.7,208.0,
2025-11-13,PC-EQ-08,24.0,0.0,6956.7,91.4,320.0,
2026-12-27,PC-EQ-04,24.0,0.0,8386.1,,368.0,
2025-10-30,PC-EQ-03,22.8,1.2,6042.4,142.0,304.0,
2025-12-27,PC-EQ-08,4.0,20.0,1098.8,18.9,320.0,
2026-08-13,PC-EQ-06,24.0,0.0,5318.3,76.3,240.0,
2025-10-25,PC-EQ-07,24.0,0.0,5905.4,139.1,280.0,
2027-11-13,PC-EQ-09,20.3,3.7,3789.9,96.0,208.0,
2027-06-15,PC-EQ-05,24.0,0.0,5576.9,99.3,240.0,
2026-02-05,PC-EQ-04,21.4,2.6,6581.3,160.3,368.0,
2027-11-21,PC-EQ-08,24.0,0.0,7285.6,134.8,320.0,
2026-01-28,PC-EQ-01,24.0,0.0,8447.2,235.7,416.0,
2025-08-11,PC-EQ-09,24.0,0.0,4290.1,98.2,208.0,
2026-02-28,PC-EQ-02,24.0,0.0,7426.5,112.0,344.0,
2027-10-21,PC-EQ-07,24.0,0.0,6236.2,94.5,280.0,
2026-03-17,PC-EQ-04,24.0,0.0,7843.5,204.7,368.0,
2027-11-19,PC-EQ-06,24.0,0.0,4697.4,93.6,240.0,
2027-04-30,PC-EQ-01,24.0,0.0,9471.9,162.1,416.0,
2025-12-02,PC-EQ-07,24.0,0.0,5706.6,180.2,280.0,
2026-11-10,PC-EQ-04,22.8,1.2,7537.3,134.0,368.0,
2027-06-12,PC-EQ-01,24.0,0.0,8826.7,152.5,416.0,
2026-06-28,PC-EQ-10,24.0,0.0,8025.4,,400.0,
2027-09-19,PC-EQ-05,23.2,0.8,4624.9,44.0,240.0,
2026-01-24,PC-EQ-02,16.9,7.1,5121.7,79.7,344.0,
2026-01-01,PC-EQ-08,23.2,0.8,7132.2,176.7,320.0,
2027-08-08,PC-EQ-03,24.0,0.0,6245.3,134.2,304.0,
2026-03-03,PC-EQ-08,21.2,2.8,5898.9,88.6,320.0,
2025-03-28,PC-EQ-09,24.0,0.0,4385.7,63.5,208.0,
2025-07-20,PC-EQ-06,24.0,0.0,4974.5,113.5,240.0,
2025-08-30,PC-EQ-02,24.0,0.0,6862.7,130.6,344.0,
2027-12-18,PC-EQ-05,20.9,3.1,4580.7,21.2,240.0,
2026-06-20,PC-EQ-05,24.0,0.0,5078.0,54.9,240.0,
2026-05-11,PC-EQ-04,24.0,0.0,8031.8,194.5,368.0,
2025-09-17,PC-EQ-04,24.0,0.0,8743.7,161.0,368.0,
2027-06-17,PC-EQ-09,24.0,0.0,4685.5,86.5,208.0,
2026-06-11,PC-EQ-03,24.0,0.0,6474.9,,304.0,
2026-05-24,PC-EQ-04,8.8,15.2,2932.3,82.1,368.0,
2027-09-13,PC-EQ-08,24.0,0.0,6604.6,256.0,320.0,
2026-08-21,PC-EQ-08,21.6,2.4,6508.6,96.0,320.0,
2025-09-11,PC-EQ-07,22.2,1.8,5251.6,62.2,280.0,
2025-05-06,PC-EQ-04,24.0,0.0,8639.8,206.7,368.0,
2026-09-09,PC-EQ-03,24.0,0.0,6619.9,193.0,304.0,
2026-10-30,PC-EQ-01,23.0,1.0,8349.4,171.0,416.0,
2027-08-10,PC-EQ-04,4.5,19.5,1612.7,64.4,368.0,
2026-12-09,PC-EQ-07,24.0,0.0,6652.8,58.1,280.0,
2026-01-25,PC-EQ-08,24.0,0.0,6647.9,110.9,320.0,
2027-02-16,PC-EQ-07,24.0,0.0,5707.9,141.2,280.0,
2026-01-21,PC-EQ-05,24.0,0.0,4734.7,96.6,240.0,
2027-12-25,PC-EQ-02,24.0,0.0,7534.8,231.3,344.0,
2025-10-18,PC-EQ-04,22.0,2.0,6672.6,143.1,368.0,
2026-07-04,PC-EQ-06,24.0,0.0,5368.5,96.6,240.0,
2027-02-23,PC-EQ-04,24.0,0.0,8725.9,164.5,368.0,
2026-05-20,PC-EQ-09,23.1,0.9,4748.6,39.6,208.0,
2025-06-25,PC-EQ-07,17.88,0.0,4518.5,20.3,280.0,1.0
2025-10-02,PC-EQ-06,21.9,2.1,4424.2,64.0,240.0,
2026-01-06,PC-EQ-08,24.0,0.0,7377.6,154.6,320.0,
2025-08-04,PC-EQ-02,24.0,0.0,7441.2,232.4,344.0,
2025-10-13,PC-EQ-07,24.0,0.0,5831.4,83.0,280.0,
2027-01-22,PC-EQ-04,21.6,2.4,7461.2,230.9,368.0,
2025-05-08,PC-EQ-07,15.12,0.0,4251.0,77.2,280.0,3.0
2026-01-14,PC-EQ-09,24.0,0.0,4227.1,120.3,208.0,
2027-09-14,PC-EQ-02,24.0,0.0,7925.9,198.6,344.0,
2025-09-12,PC-EQ-10,23.1,0.9,8389.9,76.7,400.0,
2026-12-10,PC-EQ-04,24.0,0.0,7376.5,131.6,368.0,
2027-03-18,PC-EQ-07,24.0,0.0,6113.7,130.0,280.0,
2027-05-15,PC-EQ-08,24.0,0.0,6992.1,144.7,320.0,
2025-07-31,PC-EQ-04,24.0,0.0,7611.4,171.0,368.0,
2027-10-26,PC-EQ-09,24.0,0.0,4357.6,58.1,208.0,
2027-09-09,PC-EQ-01,24.0,0.0,8488.5,161.5,416.0,
2026-09-21,PC-EQ-10,24.0,0.0,8134.2,207.3,400.0,
2026-07-10,PC-EQ-06,24.0,0.0,5383.5,110.3,240.0,
2026-08-07,PC-EQ-05,24.0,0.0,4897.3,101.0,240.0,
2027-07-13,PC-EQ-10,24.0,0.0,9026.4,121.7,400.0,
2026-12-30,PC-EQ-03,21.3,2.7,5801.0,177.4,304.0,
2027-12-06,PC-EQ-06,24.0,0.0,4934.3,120.7,240.0,
2025-11-25,PC-EQ-05,17.0,7.0,3793.7,99.8,240.0,
2026-10-09,PC-EQ-04,24.0,0.0,8148.8,244.9,368.0,
2026-08-01,PC-EQ-08,18.0,6.0,5231.1,100.6,320.0,
2027-04-26,PC-EQ-03,24.0,0.0,6625.4,153.7,304.0,
2025-06-08,PC-EQ-05,8.14,0.01,1608.8,48.1,240.0,3.0
2025-07-20,PC-EQ-04,24.0,0.0,7238.4,175.5,368.0,
2026-01-06,PC-EQ-05,24.0,0.0,4906.0,89.5,240.0,
2026-04-03,PC-EQ-03,24.0,0.0,6975.6,77.8,304.0,
2026-11-03,PC-EQ-10,24.0,0.0,8946.3,173.2,400.0,
2026-01-03,PC-EQ-08,24.0,0.0,6871.1,122.9,320.0,
2026-04-15,PC-EQ-08,24.0,0.0,6332.4,133.7,320.0,
2027-07-12,PC-EQ-01,24.0,0.0,8497.9,286.9,416.0,
2026-07-25,PC-EQ-07,24.0,0.0,5727.1,110.4,280.0,
2025-06-29,PC-EQ-10,21.1,2.9,7928.5,81.5,400.0,
2027-10-15,PC-EQ-05,24.0,0.0,5702.4,156.0,240.0,
2027-03-06,PC-EQ-05,24.0,0.0,5463.0,126.2,240.0,
2027-09-29,PC-EQ-08,24.0,0.0,6934.9,93.0,320.0,
2025-08-11,PC-EQ-07,24.0,0.0,5794.9,181.6,280.0,
2026-04-12,PC-EQ-08,24.0,0.0,7197.4,117.2,320.0,
2026-12-25,PC-EQ-10,24.0,0.0,8944.1,155.4,400.0,
2025-12-09,PC-EQ-05,24.0,0.0,5336.0,113.7,240.0,
2025-08-27,PC-EQ-01,24.0,0.0,7983.7,75.2,416.0,
2026-03-10,PC-EQ-08,24.0,0.0,7276.4,132.6,320.0,
2025-10-15,PC-EQ-01,24.0,0.0,9883.7,229.1,416.0,
2026-01-12,PC-EQ-01,24.0,0.0,8927.3,194.1,416.0,
2027-11-17,PC-EQ-06,24.0,0.0,5017.0,100.8,240.0,
2027-07-19,PC-EQ-01,20.1,3.9,7508.5,180.9,416.0,
2026-05-31,PC-EQ-02,24.0,0.0,6907.4,117.2,344.0,
2027-11-12,PC-EQ-07,24.0,0.0,6017.7,137.7,280.0,
2026-12-28,PC-EQ-06,24.0,0.0,5158.3,,240.0,
2025-06-03,PC-EQ-03,24.0,0.0,7223.0,147.7,304.0,
2026-03-07,PC-EQ-07,24.0,0.0,5547.8,29.8,280.0,
2025-12-17,PC-EQ-05,1.7,22.3,395.8,9.9,240.0,
2026-07-22,PC-EQ-10,21.2,2.8,8207.1,143.6,400.0,
2027-02-12,PC-EQ-09,24.0,0.0,4589.4,129.1,208.0,
2025-10-23,PC-EQ-09,24.0,0.0,4722.8,,208.0,
2027-10-11,PC-EQ-02,24.0,0.0,7177.7,182.2,344.0,
2025-05-18,PC-EQ-09,24.0,0.0,4354.8,98.7,208.0,
2026-06-18,PC-EQ-09,24.0,0.0,4298.4,38.6,208.0,
2026-07-28,PC-EQ-03,24.0,0.0,7223.0,152.3,304.0,
2027-11-07,PC-EQ-05,15.5,8.5,3295.9,41.6,240.0,
2025-03-02,PC-EQ-10,23.0,1.0,8594.9,106.9,400.0,
2026-07-01,PC-EQ-07,24.0,0.0,6071.7,52.4,280.0,
2026-08-28,PC-EQ-09,24.0,0.0,4500.8,128.5,208.0,
2027-04-09,PC-EQ-03,24.0,0.0,6968.3,133.2,304.0,
2026-06-25,PC-EQ-06,17.2,6.8,3987.3,82.5,240.0,
2027-03-16,PC-EQ-06,24.0,0.0,5587.5,105.4,240.0,
2026-11-10,PC-EQ-02,24.0,0.0,8173.4,331.9,344.0,
2026-12-10,PC-EQ-06,24.0,0.0,5097.1,125.6,240.0,
2026-05-12,PC-EQ-09,24.0,0.0,4941.0,87.5,208.0,
2025-09-15,PC-EQ-08,24.0,0.0,6830.1,188.6,320.0,
2026-05-18,PC-EQ-05,24.0,0.0,5567.9,108.5,240.0,
2025-12-21,PC-EQ-08,24.0,0.0,6420.1,127.5,320.0,
2027-04-29,PC-EQ-05,24.0,0.0,5552.7,129.5,240.0,
2027-06-28,PC-EQ-06,24.0,0.0,5287.1,,240.0,
2025-10-09,PC-EQ-03,24.0,0.0,6511.3,72.2,304.0,
2027-01-09,PC-EQ-06,24.0,0.0,4882.8,122.9,240.0,
2026-10-18,PC-EQ-04,24.0,0.0,8553.4,222.6,368.0,
2025-12-01,PC-EQ-08,24.0,0.0,6981.8,147.0,320.0,
2027-08-26,PC-EQ-01,24.0,0.0,8618.8,82.4,416.0,
2027-10-10,PC-EQ-07,16.5,7.5,4046.8,121.6,280.0,
2025-05-12,PC-EQ-07,12.78,0.0,3225.5,67.9,280.0,1.0
2025-04-21,PC-EQ-01,21.0,3.0,7788.2,176.6,416.0,
2027-11-15,PC-EQ-03,24.0,0.0,5876.0,158.6,304.0,
2027-10-21,PC-EQ-08,17.1,6.9,5347.1,166.6,320.0,
2027-10-08,PC-EQ-05,19.7,4.3,4554.4,60.0,240.0,
2025-06-12,PC-EQ-05,2.09,6.12,476.0,2.9,240.0,1.0
2025-11-21,PC-EQ-05,4.0,20.0,888.4,21.3,240.0,
2025-11-03,PC-EQ-07,24.0,0.0,5582.4,158.6,280.0,
2025-05-30,PC-EQ-07,1.76,0.0,336.0,19.4,280.0,1.0
2027-02-23,PC-EQ-03,24.0,0.0,6485.1,58.5,304.0,
2025-09-21,PC-EQ-05,19.4,4.6,4405.9,50.4,240.0,
2025-06-10,PC-EQ-07,17.84,0.0,4376.7,36.4,280.0,1.0
2027-03-20,PC-EQ-08,24.0,0.0,7215.0,135.7,320.0,
2027-02-10,PC-EQ-06,24.0,0.0,5244.8,33.0,240.0,
2026-02-14,PC-EQ-06,24.0,0.0,5028.6,130.0,240.0,
2026-03-19,PC-EQ-08,24.0,0.0,7222.1,,320.0,
2025-09-03,PC-EQ-01,24.0,0.0,9757.3,219.2,416.0,
2025-05-11,PC-EQ-02,24.0,0.0,7725.6,153.6,344.0,
2025-09-16,PC-EQ-05,24.0,0.0,5209.8,110.9,240.0,
2026-04-24,PC-EQ-10,24.0,0.0,8758.4,223.8,400.0,
2026-08-12,PC-EQ-07,24.0,0.0,6021.9,137.7,280.0,
2026-11-30,PC-EQ-02,24.0,0.0,7280.4,107.4,344.0,
2027-07-08,PC-EQ-08,24.0,0.0,6762.7,193.3,320.0,
2026-12-15,PC-EQ-01,24.0,0.0,8527.4,141.8,416.0,
2025-04-26,PC-EQ-10,4.0,20.0,1373.0,36.7,400.0,
2026-09-29,PC-EQ-10,24.0,0.0,8059.1,107.4,400.0,
2027-01-30,PC-EQ-06,24.0,0.0,5201.0,115.8,240.0,
2026-09-17,PC-EQ-02,24.0,0.0,7370.6,180.7,344.0,
2026-08-27,PC-EQ-03,24.0,0.0,6524.5,106.2,304.0,
2027-01-15,PC-EQ-05,20.9,3.1,4965.8,196.4,240.0,
2025-08-10,PC-EQ-07,24.0,0.0,6296.1,98.9,280.0,
2025-10-26,PC-EQ-09,24.0,0.0,4327.6,101.5,208.0,
2025-03-23,PC-EQ-06,24.0,0.0,5421.2,53.0,240.0,
2025-12-25,PC-EQ-02,24.0,0.0,8173.4,96.9,344.0,
2026-05-27,PC-EQ-02,24.0,0.0,7134.7,42.6,344.0,
2026-10-17,PC-EQ-03,24.0,0.0,6406.4,140.5,304.0,
2025-04-26,PC-EQ-05,2.9,0.0,510.7,1.7,240.0,1.0
2026-01-24,PC-EQ-10,24.0,0.0,8941.3,325.7,400.0,
2027-07-07,PC-EQ-04,24.0,0.0,7111.7,124.0,368.0,
2027-08-22,PC-EQ-02,24.0,0.0,6926.8,148.7,344.0,
2027-07-16,PC-EQ-04,24.0,0.0,7801.4,133.8,368.0,
2027-07-30,PC-EQ-06,24.0,0.0,5538.7,88.0,240.0,
2027-12-12,PC-EQ-04,24.0,0.0,8002.3,134.7,368.0,
2025-04-25,PC-EQ-06,24.0,0.0,5546.4,,240.0,
2025-09-24,PC-EQ-04,24.0,0.0,7880.6,160.4,368.0,
2027-07-08,PC-EQ-05,24.0,0.0,4770.6,56.5,240.0,
2027-06-19,PC-EQ-02,24.0,0.0,7888.4,92.5,344.0,
2027-04-03,PC-EQ-08,20.4,3.6,5767.7,137.4,320.0,
2027-01-05,PC-EQ-04,24.0,0.0,7449.3,151.5,368.0,
2026-08-17,PC-EQ-02,24.0,0.0,7164.2,174.3,344.0,
2027-08-13,PC-EQ-07,24.0,0.0,5985.4,146.3,280.0,
2026-11-24,PC-EQ-08,24.0,0.0,6941.2,105.2,320.0,
2026-09-17,PC-EQ-07,24.0,0.0,5793.7,146.4,280.0,
2026-08-12,PC-EQ-02,24.0,0.0,7980.9,271.6,344.0,
2026-10-17,PC-EQ-06,24.0,0.0,5516.5,99.1,240.0,
2027-07-27,PC-EQ-03,24.0,0.0,5948.9,,304.0,
2025-04-21,PC-EQ-07,6.25,0.0,1612.3,61.4,280.0,1.0
2027-06-30,PC-EQ-01,24.0,0.0,9845.9,207.0,416.0,
2026-06-27,PC-EQ-03,24.0,0.0,6796.3,165.0,304.0,
2027-09-30,PC-EQ-07,22.9,1.1,5590.6,166.6,280.0,
2025-05-26,PC-EQ-02,24.0,0.0,8089.5,73.4,344.0,
2027-06-05,PC-EQ-08,24.0,0.0,7239.7,140.5,320.0,
2027-02-26,PC-EQ-07,24.0,0.0,5964.6,184.1,280.0,
2026-06-22,PC-EQ-09,24.0,0.0,4186.3,118.8,208.0,
2025-11-09,PC-EQ-10,24.0,0.0,8406.6,181.5,400.0,
2027-06-28,PC-EQ-05,24.0,0.0,5176.0,164.7,240.0,
2026-08-02,PC-EQ-01,22.5,1.5,8150.2,156.4,416.0,
2025-09-12,PC-EQ-07,24.0,0.0,5854.0,25.2,280.0,
2027-07-14,PC-EQ-03,24.0,0.0,6959.7,110.7,304.0,
2026-07-09,PC-EQ-10,24.0,0.0,8119.3,164.3,400.0,
2025-03-12,PC-EQ-09,24.0,0.0,4408.8,63.9,208.0,
2026-01-11,PC-EQ-01,24.0,0.0,8734.2,128.1,416.0,
2027-11-23,PC-EQ-05,4.0,20.0,871.8,21.6,240.0,
2027-06-06,PC-EQ-06,24.0,0.0,5307.9,68.6,240.0,
2027-01-26,PC-EQ-10,24.0,0.0,8540.3,204.7,400.0,
2027-02-12,PC-EQ-10,24.0,0.0,8779.3,151.2,400.0,
2027-05-31,PC-EQ-03,24.0,0.0,6356.3,24.1,304.0,
2027-05-03,PC-EQ-02,24.0,0.0,7595.4,175.8,344.0,
2027-10-02,PC-EQ-10,15.9,8.1,5748.3,99.0,400.0,
2025-03-22,PC-EQ-10,24.0,0.0,8831.6,180.2,400.0,
2025-11-19,PC-EQ-05,24.0,0.0,4540.6,86.2,240.0,
2025-05-21,PC-EQ-07,18.42,0.0,4487.0,30.8,280.0,1.0
2025-03-17,PC-EQ-10,24.0,0.0,8713.3,221.0,400.0,
2025-12-26,PC-EQ-03,24.0,0.0,6601.0,177.2,304.0,
2027-12-30,PC-EQ-02,18.7,5.3,5724.1,156.6,344.0,
2026-07-31,PC-EQ-08,24.0,0.0,7369.3,174.7,320.0,
2026-10-13,PC-EQ-03,24.0,0.0,6937.2,103.0,304.0,
2026-10-10,PC-EQ-01,24.0,0.0,8915.9,69.7,416.0,
2027-02-08,PC-EQ-02,24.0,0.0,7264.1,58.2,344.0,
2027-10-01,PC-EQ-07,24.0,0.0,6410.1,142.9,280.0,
2025-07-02,PC-EQ-07,7.44,0.0,2074.9,80.3,280.0,1.0
2025-05-09,PC-EQ-03,24.0,0.0,6370.8,170.0,304.0,
2027-07-29,PC-EQ-04,24.0,0.0,7492.2,156.2,368.0,
2027-03-05,PC-EQ-05,24.0,0.0,5448.7,119.7,240.0,
2025-05-12,PC-EQ-07,4.04,0.0,1037.6,90.2,280.0,3.0
2027-12-05,PC-EQ-10,24.0,0.0,9345.7,200.2,400.0,
2025-10-17,PC-EQ-08,24.0,0.0,6620.2,207.6,320.0,
2026-03-17,PC-EQ-03,24.0,0.0,6405.2,177.9,304.0,
2026-12-13,PC-EQ-10,24.0,0.0,9461.8,170.3,400.0,
2027-11-25,PC-EQ-02,18.4,5.6,5635.8,149.6,344.0,
2025-08-26,PC-EQ-08,24.0,0.0,6670.9,103.2,320.0,
2026-04-13,PC-EQ-01,24.0,0.0,9418.8,151.4,416.0,
2025-03-26,PC-EQ-06,22.3,1.7,4895.7,72.5,240.0,
2027-11-19,PC-EQ-07,24.0,0.0,5789.1,125.0,280.0,
2027-02-28,PC-EQ-04,24.0,0.0,8475.4,304.3,368.0,
