Fecha,Cod_Equipo,Horas_Trab,Horas_Parada,Ton_Producidas,Ton_Rechazo,Cap_Nominal_TMH,Fecha_Carga
31/01/2024,ps-eq-02,24.0,0.0,11312.9,358.8,516.0,2024-02-01 00:00:00
30/04/2024,PSEQ05,16.6,7.4,5327.8,116.1,360.0,2024-05-01 00:00:00
09/05/2024,PS_EQ_06,8.1,15.9,2438.6,25.9,360.0,2024-05-10 00:00:00
02/05/2024,PS_EQ_05,24.0,0.0,6881.4,88.0,360.0,2024-05-03 00:00:00
01/07/2024,PS-EQ-05	,21.6,2.4,6108.4,130.2,360.0,2024-06-30 00:00:00
10/07/2024,PS-EQ-10 ,24.0,0.0,12893.5,347.3,600.0,2024-07-11 00:00:00
17/05/2024,PS_EQ_01,24.0,0.0,13461.5,359.4,624.0,2024-05-18 00:00:00
29/05/2024,PSEQ04,24.0,0.0,11764.7,160.3,552.0,2024-05-30 00:00:00
18/03/2024,ps-eq-03,24.0,,10519.1,297.2,456.0,2024-03-19 00:00:00
05/05/2024,PSEQ09,22.6,1.4,6323.0,141.7,312.0,2024-05-06 00:00:00
21/03/2024, PS-EQ-09,24.0,0.0,5679.0,42.5,312.0,2024-03-22 00:00:00
28/03/2024,PS-EQ-04,24.0,,11987.6,177.1,552.0,2024-03-29 00:00:00
28/05/2024,PS-EQ-08 ,24.0,0.0,10171.4,421.0,480.0,2024-05-29 00:00:00
13/03/2024,PS-EQ-04,24.0,0.0,11950.2,138.2,552.0,2024-03-14 00:00:00
18/06/2024,PS-EQ-08	,24.0,0.0,10662.7,136.3,480.0,2024-06-19 00:00:00
28/01/2024,PS_EQ_07,16.7,,6943.9,180.4,420.0,2024-01-29 00:00:00
01/05/2024,PS_EQ_10,24.0,,13908.1,259.8,600.0,2024-05-02 00:00:00
01/03/2024,ps-eq-05,22.4,1.6,6487.5,127.2,360.0,2024-03-02 00:00:00
25/04/2024, PS-EQ-04,24.0,0.0,12159.0,204.9,552.0,2024-04-26 00:00:00
08/05/2024,PS_EQ_10,24.0,0.0,12884.8,215.8,600.0,2024-05-09 00:00:00
18/04/2024,PSEQ06,24.0,0.0,8492.7,167.6,360.0,2024-04-19 00:00:00
06/05/2024,ps-eq-03,24.0,0.0,10169.5,146.9,456.0,2024-05-07 00:00:00
07/05/2024,PS-EQ-02,24.0,0.0,11664.7,290.9,516.0,2024-05-08 00:00:00
04/02/2024,PS-EQ-01,23.4,0.6,12601.5,259.6,624.0,2024-02-05 00:00:00
15/04/2024,PS-EQ-05,22.7,1.3,7432.2,73.7,360.0,2024-04-16 00:00:00
17/06/2024,ps-eq-08,24.0,0.0,9705.2,262.1,480.0,2024-06-18 00:00:00
19/06/2024,PS_EQ_07,24.0,0.0,9306.9,205.9,420.0,2024-06-20 00:00:00
20/03/2024,PS-EQ-06,14.2,9.8,4265.6,78.6,360.0,2024-03-21 00:00:00
14/04/2024,PSEQ01,24.0,0.0,-13506.1,66.6,6240.0,2024-04-15 00:00:00
04/02/2024,PSEQ09,24.0,,7360.5,113.4,312.0,2024-02-05 00:00:00
29/02/2024,PSEQ04,24.0,0.0,12150.3,388.7,552.0,2024-03-01 00:00:00
31/01/2024, PS-EQ-01,24.0,0.0,13841.2,283.4,624.0,2024-02-01 00:00:00
09/03/2024,PS-EQ-02 ,24.0,0.0,11968.2,438.0,516.0,2024-03-10 00:00:00
26/06/2024,PS-EQ-03	,24.0,0.0,9512.2,177.8,456.0,2024-06-27 00:00:00
17/03/2024, PS-EQ-04,24.0,0.0,11071.0,201.8,552.0,2024-03-18 00:00:00
18/04/2024,PS_EQ_07,18.7,,6872.9,48.4,420.0,2024-04-19 00:00:00
19/05/2024,PS-EQ-01	,24.0,0.0,13853.1,265.5,624.0,2024-05-20 00:00:00
26/01/2024,ps-eq-03,24.0,0.0,10649.8,325.2,456.0,2024-01-27 00:00:00
20/02/2024, PS-EQ-03,22.2,1.8,8785.7,242.4,456.0,2024-02-21 00:00:00
14/05/2024,PS-EQ-09 ,20.6,,5943.0,135.0,312.0,2024-05-15 00:00:00
17/06/2024,PS-EQ-01 ,24.0,0.0,13411.7,78.5,624.0,2024-06-18 00:00:00
15/01/2024,PSEQ01,24.0,0.0,14169.0,497.5,624.0,2024-01-16 00:00:00
17/05/2024,PS-EQ-07,24.0,0.0,8405.9,120.5,420.0,2024-05-15 00:00:00
13/04/2024,PS-EQ-08,24.0,0.0,11267.3,197.6,480.0,2024-04-14 00:00:00
13/04/2024,PS-EQ-07,24.0,0.0,9357.7,297.3,420.0,2024-04-14 00:00:00
07/06/2024,ps-eq-06,24.0,0.0,8196.2,223.5,360.0,2024-06-08 00:00:00
21/06/2024,PS-EQ-02	,24.0,0.0,11019.4,280.1,516.0,2024-06-22 00:00:00
18/02/2024,PSEQ08,24.0,0.0,10693.2,235.2,480.0,2024-02-19 00:00:00
06/07/2024,PS-EQ-02	,24.0,0.0,12260.2,243.9,516.0,2024-07-07 00:00:00
22/05/2024,ps-eq-03,16.9,,7615.3,206.0,456.0,2024-05-23 00:00:00
03/11/2024,PSEQ08,24.0,0.0,10161.0,305.0,480.0,2024-03-12 00:00:00
24/06/2024,PSEQ06,14.7,9.3,5039.2,110.9,360.0,2024-06-25 00:00:00
04/07/2024,PS_EQ_05,24.0,0.0,8157.2,160.8,360.0,2024-07-05 00:00:00
24/06/2024,PSEQ07,24.0,0.0,8460.1,188.4,420.0,2024-06-25 00:00:00
06/07/2024,PS-EQ-05,24.0,0.0,7918.3,95.8,360.0,2024-07-07 00:00:00
08/03/2024,PSEQ05,24.0,0.0,7913.8,162.6,360.0,2024-03-09 00:00:00
09/04/2024,PS-EQ-03,24.0,0.0,9515.0,61.1,456.0,2024-04-10 00:00:00
10/07/2024,PS_EQ_01,24.0,0.0,13934.9,63.2,624.0,2024-07-11 00:00:00
22/06/2024, PS-EQ-05,24.0,,7952.1,160.4,360.0,2024-06-23 00:00:00
27/01/2024,PSEQ06,24.0,0.0,7748.6,67.6,360.0,2024-01-28 00:00:00
15/04/2024,PS-EQ-04 ,17.8,6.2,8829.2,191.8,552.0,2024-04-16 00:00:00
04/01/2024,ps-eq-02,24.0,0.0,10916.9,251.5,516.0,2024-01-05 00:00:00
08/04/2024,PS-EQ-07,21.6,2.4,7656.9,,420.0,2024-04-09 00:00:00
15/02/2024,PSEQ06,24.0,,8402.2,126.1,360.0,2024-02-16 00:00:00
02/03/2024,PS-EQ-05	,23.2,0.8,7333.8,173.5,360.0,2024-03-03 00:00:00
25/01/2024,ps-eq-07,18.5,5.5,7077.0,127.3,420.0,2024-01-26 00:00:00
03/01/2024, PS-EQ-09,24.0,0.0,6365.7,113.5,312.0,2024-01-04 00:00:00
22/05/2024,PSEQ01,24.0,0.0,13904.9,211.2,624.0,2024-05-23 00:00:00
03/04/2024, PS-EQ-03,24.0,0.0,10275.8,174.9,456.0,2024-04-04 00:00:00
12/04/2024,PS_EQ_01,21.2,2.8,12334.2,249.1,6240.0,2024-04-13 00:00:00
24/03/2024, PS-EQ-06,24.0,0.0,7826.6,191.1,360.0,2024-03-25 00:00:00
18/03/2024, PS-EQ-05,19.0,5.0,6162.4,211.2,360.0,2024-03-19 00:00:00
04/05/2024,ps-eq-03,24.0,0.0,9953.9,195.5,456.0,2024-05-05 00:00:00
13/07/2024,PS-EQ-07,24.0,0.0,9436.2,94.8,420.0,2024-07-14 00:00:00
16/05/2024,ps-eq-08,24.0,0.0,9528.2,58.4,480.0,2024-05-17 00:00:00
26/01/2024,PS_EQ_07,24.0,0.0,9510.0,221.1,420.0,2024-01-27 00:00:00
05/07/2024, PS-EQ-02,24.0,0.0,11027.4,120.9,516.0,2024-07-06 00:00:00
05/03/2024,PS-EQ-09 ,23.5,0.5,6795.8,244.7,312.0,2024-03-06 00:00:00
19/04/2024,PS-EQ-07	,21.2,2.8,7704.4,37.5,420.0,2024-04-20 00:00:00
10/07/2024,PSEQ08,24.0,0.0,8926.4,348.1,480.0,2024-07-10 00:00:00
25/03/2024,PS_EQ_08,22.5,1.5,9387.5,154.3,480.0,2024-03-26 00:00:00
08/07/2024,PS-EQ-02	,24.0,0.0,11454.3,263.6,516.0,2024-07-09 00:00:00
05/02/2024,PS-EQ-05 ,24.0,0.0,7539.3,77.1,360.0,2024-02-06 00:00:00
04/05/2024, PS-EQ-02,24.0,0.0,11343.4,275.0,516.0,2024-05-05 00:00:00
28/04/2024,PS-EQ-04,18.0,6.0,9832.0,105.0,552.0,2024-04-29 00:00:00
16/01/2024,PS-EQ-06	,24.0,0.0,7899.9,172.1,360.0,2024-01-17 00:00:00
16/01/2024,PS-EQ-01,24.0,0.0,14152.5,345.3,624.0,2024-01-17 00:00:00
13/07/2024,PS-EQ-06 ,21.3,2.7,6952.6,108.9,360.0,2024-07-14 00:00:00
03/06/2024,PS_EQ_05,24.0,0.0,8112.6,231.4,360.0,2024-06-04 00:00:00
10/05/2024,PS-EQ-02 ,24.0,0.0,11072.9,189.7,516.0,2024-05-11 00:00:00
01/02/2024,PS_EQ_09,24.0,0.0,6899.5,122.9,312.0,2024-02-02 00:00:00
09/06/2024,ps-eq-05,24.0,0.0,8031.2,265.0,360.0,2024-06-10 00:00:00
12/07/2024,PS-EQ-02 ,24.0,0.0,11593.6,150.5,516.0,2024-07-13 00:00:00
25/05/2024,PS-EQ-08,21.8,2.2,9232.9,246.7,480.0,2024-05-26 00:00:00
27/06/2024,PS_EQ_04,24.0,0.0,12490.2,266.9,552.0,2024-06-28 00:00:00
05/02/2024,PS-EQ-09,24.0,0.0,7413.1,100.3,312.0,2024-02-06 00:00:00
12/03/2024,PSEQ02,24.0,0.0,11582.2,210.1,516.0,2024-03-13 00:00:00
30/04/2024,PS_EQ_01,24.0,0.0,12798.3,180.8,6240.0,2024-05-01 00:00:00
26/04/2024, PS-EQ-10,24.0,0.0,13098.3,284.8,600.0,2024-04-27 00:00:00
06/06/2024, PS-EQ-10,24.0,0.0,12960.5,263.4,600.0,2024-06-07 00:00:00
21/05/2024,PS_EQ_10,24.0,0.0,12936.3,383.5,600.0,2024-05-22 00:00:00
13/06/2024,PS-EQ-03 ,24.0,0.0,10008.1,70.4,456.0,2024-06-14 00:00:00
27/06/2024,PSEQ10,24.0,0.0,12844.5,214.0,600.0,2024-06-28 00:00:00
24/03/2024,PS-EQ-09,24.0,0.0,7206.0,224.8,312.0,2024-03-25 00:00:00
17/01/2024,PS_EQ_01,22.5,1.5,12634.5,313.8,624.0,2024-01-18 00:00:00
10/01/2024, PS-EQ-06,24.0,0.0,7610.9,116.2,360.0,2024-01-11 00:00:00
30/05/2024,PS-EQ-02 ,24.0,0.0,11131.4,274.2,516.0,2024-05-31 00:00:00
17/05/2024,PSEQ03,24.0,0.0,10207.3,282.2,456.0,2024-05-18 00:00:00
21/02/2024,PS_EQ_03,15.4,8.6,6307.1,143.3,456.0,2024-02-22 00:00:00
09/06/2024,PS-EQ-02	,24.0,0.0,10891.2,190.1,516.0,2024-06-10 00:00:00
28/03/2024, PS-EQ-01,24.0,0.0,12222.0,252.9,624.0,2024-03-29 00:00:00
14/02/2024,ps-eq-01,24.0,0.0,13645.9,435.0,624.0,2024-02-15 00:00:00
18/02/2024, PS-EQ-01,22.3,1.7,12395.8,,624.0,2024-02-19 00:00:00
08/07/2024,PS-EQ-10,24.0,0.0,12998.4,289.0,600.0,2024-07-09 00:00:00
12/03/2024,PSEQ01,24.0,0.0,11816.1,238.9,624.0,2024-03-13 00:00:00
07/04/2024,ps-eq-07,24.0,0.0,9710.8,311.4,420.0,2024-04-08 00:00:00
22/02/2024,PSEQ09,24.0,0.0,6351.6,134.9,312.0,2024-02-23 00:00:00
29/01/2024,PS-EQ-02	,20.9,3.1,9253.6,164.5,516.0,2024-01-30 00:00:00
21/04/2024,PS_EQ_08,24.0,0.0,9775.0,77.1,480.0,2024-04-22 00:00:00
11/01/2024,PSEQ10,24.0,0.0,13552.4,0.0,600.0,2024-01-12 00:00:00
01/01/2024,PS-EQ-04,24.0,0.0,12146.7,247.5,552.0,2024-01-02 00:00:00
31/05/2024,ps-eq-06,24.0,0.0,8277.4,231.1,360.0,2024-06-01 00:00:00
02/05/2024, PS-EQ-04,24.0,0.0,12139.0,136.5,552.0,2024-05-03 00:00:00
19/01/2024,ps-eq-08,24.0,0.0,9454.1,191.2,480.0,2024-01-20 00:00:00
23/04/2024,PS-EQ-06 ,24.0,0.0,7758.8,222.2,360.0,2024-04-24 00:00:00
26/03/2024,ps-eq-06,24.0,0.0,7430.0,110.4,360.0,2024-03-27 00:00:00
06/03/2024,ps-eq-05,24.0,0.0,7500.2,201.9,360.0,2024-03-07 00:00:00
23/02/2024,PS-EQ-03 ,9.7,14.3,4101.0,,456.0,2024-02-24 00:00:00
28/04/2024,PS-EQ-10 ,24.0,0.0,12450.0,404.7,600.0,2024-04-29 00:00:00
20/01/2024,ps-eq-05,24.0,0.0,7611.7,154.1,360.0,2024-01-21 00:00:00
15/01/2024,PSEQ10,22.6,1.4,11959.0,218.4,600.0,2024-01-16 00:00:00
27/02/2024,PSEQ10,23.2,0.8,11982.2,63.6,600.0,2024-02-28 00:00:00
04/03/2024,PS-EQ-05 ,24.0,0.0,8293.9,146.7,360.0,2024-03-05 00:00:00
04/01/2024,PS_EQ_05,24.0,0.0,7668.5,57.6,360.0,2024-01-05 00:00:00
18/06/2024, PS-EQ-06,24.0,0.0,7513.4,186.1,360.0,2024-06-19 00:00:00
06/07/2024,ps-eq-04,24.0,0.0,11638.3,321.8,552.0,2024-07-07 00:00:00
07/03/2024,PS-EQ-03	,21.8,2.2,9330.7,296.0,456.0,2024-03-08 00:00:00
30/04/2024,PS-EQ-03,23.1,0.9,8780.2,53.0,456.0,2024-05-01 00:00:00
19/03/2024,PS-EQ-01	,24.0,0.0,12969.9,274.7,624.0,2024-03-20 00:00:00
28/02/2024,PSEQ10,24.0,0.0,14256.0,350.0,600.0,2024-02-29 00:00:00
14/05/2024,PSEQ06,24.0,0.0,7384.0,201.4,360.0,2024-05-15 00:00:00
09/06/2024,PS-EQ-10 ,24.0,0.0,13458.1,215.4,600.0,2024-06-10 00:00:00
28/05/2024,PS_EQ_01,24.0,0.0,14022.9,241.4,624.0,2024-05-29 00:00:00
14/02/2024,PS_EQ_10,24.0,0.0,13877.8,139.0,600.0,2024-02-15 00:00:00
10/06/2024,ps-eq-03,19.5,4.5,7502.0,171.2,456.0,2024-06-11 00:00:00
30/05/2024,PS-EQ-03,24.0,0.0,9902.0,257.5,456.0,2024-05-31 00:00:00
13/01/2024,ps-eq-05,24.0,0.0,8397.1,129.5,360.0,2024-01-14 00:00:00
11/01/2024,PS-EQ-07 ,24.0,0.0,8960.0,259.5,420.0,2024-01-12 00:00:00
23/01/2024,ps-eq-09,24.0,0.0,6757.5,46.3,312.0,2024-01-24 00:00:00
10/02/2024,PS-EQ-05 ,4.0,20.0,1264.8,28.7,360.0,2024-02-11 00:00:00
15/06/2024,PS-EQ-05 ,24.0,0.0,7720.7,84.3,360.0,2024-06-16 00:00:00
23/05/2024,PS_EQ_06,22.4,1.6,7508.8,219.8,360.0,2024-05-24 00:00:00
01/02/2024,PS-EQ-04 ,24.0,,12309.7,318.2,552.0,2024-02-02 00:00:00
31/03/2024,PS-EQ-06	,24.0,0.0,8553.6,255.3,360.0,2024-04-01 00:00:00
26/04/2024,PS_EQ_02,16.0,8.0,7673.8,30.8,516.0,2024-04-27 00:00:00
26/04/2024, PS-EQ-05,24.0,0.0,7365.2,170.1,360.0,2024-04-27 00:00:00
04/03/2024,PS-EQ-06 ,24.0,0.0,7807.7,22.3,360.0,2024-03-05 00:00:00
07/04/2024,PSEQ10,24.0,0.0,12595.4,64.8,600.0,2024-04-08 00:00:00
05/06/2024,ps-eq-02,24.0,0.0,11256.0,203.9,516.0,2024-05-07 00:00:00
09/01/2024,PSEQ10,24.0,0.0,13957.6,250.7,600.0,2024-01-10 00:00:00
04/07/2024,PSEQ01,14.2,9.8,8453.0,201.4,624.0,2024-07-05 00:00:00
10/03/2024,PS-EQ-01	,24.0,0.0,12273.3,202.4,624.0,2024-03-11 00:00:00
17/02/2024,ps-eq-10,24.0,0.0,12591.8,361.0,600.0,2024-02-18 00:00:00
01/07/2024,PS_EQ_04,24.0,0.0,11912.0,193.7,552.0,2024-07-02 00:00:00
25/01/2024,PSEQ09,20.2,3.8,5698.3,74.0,312.0,2024-01-26 00:00:00
01/01/2024,PSEQ02,24.0,0.0,11679.9,296.7,516.0,2024-01-02 00:00:00
04/03/2024,PS-EQ-02,24.0,0.0,10430.8,320.9,516.0,2024-03-05 00:00:00
17/02/2024,ps-eq-08,24.0,0.0,10363.3,160.4,480.0,2024-02-18 00:00:00
09/03/2024,PS-EQ-01,24.0,0.0,12938.3,178.0,624.0,2024-03-10 00:00:00
16/02/2024,ps-eq-09,21.7,2.3,5636.6,150.3,312.0,2024-02-17 00:00:00
03/07/2024,PS-EQ-01 ,24.0,0.0,12331.9,298.7,624.0,2024-07-04 00:00:00
11/07/2024, PS-EQ-09,24.0,0.0,6472.7,159.7,312.0,2024-07-12 00:00:00
13/02/2024, PS-EQ-07,24.0,0.0,7451.7,244.4,420.0,2024-02-12 00:00:00
01/04/2024,PS_EQ_09,19.6,4.4,5638.5,68.3,312.0,2024-04-02 00:00:00
20/04/2024,ps-eq-02,24.0,0.0,11440.0,,516.0,2024-04-21 00:00:00
11/02/2024,PS-EQ-06,24.0,0.0,7912.9,114.6,360.0,2024-02-12 00:00:00
09/03/2024,PS-EQ-08,24.0,0.0,9264.9,319.2,480.0,2024-03-10 00:00:00
22/03/2024,PS-EQ-04,24.0,0.0,10661.8,218.5,552.0,2024-03-21 00:00:00
31/05/2024, PS-EQ-07,24.0,0.0,9878.8,239.7,420.0,2024-06-01 00:00:00
28/05/2024,PS_EQ_05,24.0,0.0,7921.2,131.9,360.0,2024-05-29 00:00:00
11/04/2024,PS-EQ-04,24.0,0.0,11046.2,357.9,552.0,2024-04-12 00:00:00
09/04/2024,PS-EQ-06	,19.1,4.9,6721.2,175.8,360.0,2024-04-10 00:00:00
16/05/2024,PS-EQ-09,24.0,0.0,6445.8,146.6,312.0,2024-05-17 00:00:00
05/07/2024,PS-EQ-01 ,18.6,5.4,9959.7,,624.0,2024-07-06 00:00:00
16/03/2024,PSEQ02,24.0,0.0,10845.0,,516.0,2024-03-17 00:00:00
17/04/2024,PS_EQ_02,24.0,0.0,11764.5,301.7,516.0,2024-04-18 00:00:00
08/06/2024,PS-EQ-09	,21.5,2.5,5704.1,81.1,312.0,2024-06-09 00:00:00
28/05/2024,ps-eq-03,24.0,0.0,9513.3,141.6,456.0,2024-05-29 00:00:00
30/03/2024,PS-EQ-03,24.0,0.0,9601.6,168.2,456.0,2024-03-31 00:00:00
18/01/2024,PS_EQ_10,24.0,0.0,12274.9,,600.0,2024-01-19 00:00:00
04/04/2024,PSEQ08,24.0,0.0,10636.4,168.6,480.0,2024-04-05 00:00:00
28/01/2024, PS-EQ-05,24.0,0.0,7726.9,144.9,360.0,2024-01-29 00:00:00
15/03/2024, PS-EQ-10,21.3,2.7,11642.5,287.6,600.0,2024-03-16 00:00:00
28/01/2024,ps-eq-01,24.0,0.0,14005.3,394.5,624.0,2024-01-29 00:00:00
20/06/2024,ps-eq-07,22.4,1.6,8552.2,281.8,420.0,2024-06-21 00:00:00
06/06/2024,PSEQ05,24.0,0.0,7782.5,58.7,360.0,2024-06-07 00:00:00
17/01/2024,PSEQ09,24.0,0.0,6680.0,155.1,312.0,2024-01-18 00:00:00
11/02/2024,PS-EQ-03	,24.0,0.0,9885.9,141.0,456.0,2024-02-12 00:00:00
07/07/2024,ps-eq-06,24.0,0.0,8047.5,188.8,360.0,2024-07-08 00:00:00
29/04/2024,PS-EQ-06	,24.0,0.0,7321.0,177.7,360.0,2024-04-30 00:00:00
28/04/2024,PS-EQ-03	,24.0,0.0,10174.6,296.5,456.0,2024-04-29 00:00:00
14/02/2024,ps-eq-03,24.0,0.0,9805.0,200.0,456.0,2024-02-15 00:00:00
13/01/2024,PS_EQ_09,24.0,0.0,6746.0,110.4,312.0,2024-01-14 00:00:00
15/04/2024,PS-EQ-02,24.0,0.0,11767.9,363.9,516.0,2024-04-16 00:00:00
10/04/2024, PS-EQ-07,24.0,0.0,9762.9,186.7,420.0,2024-04-11 00:00:00
17/03/2024,PS-EQ-02,24.0,0.0,10387.7,185.8,516.0,2024-03-18 00:00:00
04/03/2024,ps-eq-04,24.0,0.0,11287.4,162.3,552.0,2024-03-05 00:00:00
22/02/2024,PS-EQ-07 ,17.3,6.7,6435.4,142.8,420.0,2024-02-23 00:00:00
23/02/2024, PS-EQ-10,23.4,0.6,13501.0,146.8,600.0,2024-02-24 00:00:00
08/06/2024,PS-EQ-06	,24.0,0.0,7126.2,113.7,360.0,2024-06-09 00:00:00
03/03/2024,ps-eq-01,24.0,0.0,12871.0,286.3,624.0,2024-03-04 00:00:00
04/06/2024,PS-EQ-10,24.0,0.0,12812.1,497.0,600.0,2024-06-05 00:00:00
20/04/2024,PS-EQ-01,24.0,0.0,13791.9,261.6,624.0,2024-04-21 00:00:00
15/02/2024, PS-EQ-07,22.4,1.6,7738.9,55.6,420.0,2024-02-16 00:00:00
06/01/2024,PS-EQ-03,24.0,0.0,8888.7,256.0,456.0,2024-01-07 00:00:00
03/05/2024,PS-EQ-06	,24.0,0.0,7861.6,210.1,360.0,2024-05-04 00:00:00
07/06/2024,PS-EQ-04 ,24.0,0.0,10522.1,396.4,552.0,2024-06-08 00:00:00
04/05/2024,PS-EQ-07	,16.7,7.3,6943.9,59.6,420.0,2024-05-05 00:00:00
17/03/2024,ps-eq-06,24.0,0.0,7673.3,,360.0,2024-03-18 00:00:00
01/03/2024, PS-EQ-02,24.0,0.0,9320.9,90.3,516.0,2024-02-29 00:00:00
29/01/2024,ps-eq-07,24.0,0.0,9016.6,14.7,420.0,2024-01-30 00:00:00
23/05/2024,PS-EQ-07	,17.8,6.2,6659.3,168.8,420.0,2024-05-24 00:00:00
24/02/2024,PS_EQ_01,4.0,20.0,2147.0,42.7,624.0,2024-02-25 00:00:00
14/02/2024,PSEQ08,24.0,0.0,10403.4,238.7,480.0,2024-02-15 00:00:00
17/06/2024,PS-EQ-05 ,24.0,0.0,7990.8,118.8,360.0,2024-06-18 00:00:00
25/01/2024,ps-eq-02,24.0,0.0,11307.8,25.3,516.0,2024-01-26 00:00:00
15/01/2024,PS-EQ-08,24.0,0.0,11165.5,201.9,480.0,2024-01-16 00:00:00
18/06/2024,ps-eq-04,24.0,0.0,12021.0,251.4,552.0,2024-06-19 00:00:00
30/05/2024,PS_EQ_07,24.0,0.0,8766.7,95.0,420.0,2024-05-31 00:00:00
